título_2018;links_2018;autores_e_universidades_2018;code_area;area;id_doc
DINÂMICA DA DIFUSÃO TECNOLÓGICA EM ECONOMIAS DESENVOLVIDAS E EM DESENVOLVIMENTO: UMA  ANÁLISE PARA AS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO (TIC);https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-2d2febede4fafe99c88a4ff1a0cd76a3.pdf;ADRIANO CRISTIAN GEWEHR (UNISINOS) - JANAÍNA RUFFONI (UNISINOS) - ALEXSANDRO MARIAN CARVALHO (UNISINOS);i9;Área 9 - Economia Industrial e da Tecnologia;doc128
DINÂMICA DAS INTERAÇÕES ENTRE GRUPOS DE PESQUISA DAS CIÊNCIA DA SAÚDE E SEUS PARCEIROS: O QUE A ESTRUTURA DAS REDES E SUAS COMUNIDADES REVELAM?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-760487fa261e0b8964ba07be9020f313.pdf;ANA LÚCIA TATSCH (UFRGS) - JANAINA RUFFONI (UNISINOS) - MARISA BOTELHO (UFU) - RAFAEL STEFANI (UFRGS) - LARA HORN (UFRGS);i9;Área 9 - Economia Industrial e da Tecnologia;doc129
ECONOMIAS DE ESCALA E EFEITOS DE VARIÁVEIS CLIMÁTICAS: UMA ANÁLISE PARA O SETOR DE SANEAMENTO NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-63424e046ac388b85da374717d834443.pdf;LUCAS VITOR DE CARVALHO SOUSA (UnB) - MARCELO DE OLIVEIRA TORRES (UNB);i9;Área 9 - Economia Industrial e da Tecnologia;doc130
ECONOMIC IMPACTS OF LARGE DEPLOYMENT OF BIOELECTRICITY FROM FOREST BIOMASS IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-3f24013e341b99482dc1f3f18a9288b0.pdf;ANGELO COSTA GURGEL (FGV-SP/EESP) - GABRIEL LUIS DA COSTA ALVES (FGV-SP/EESP);i9;Área 9 - Economia Industrial e da Tecnologia;doc131
EFEITOS DO APOIO DO BNDES À AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS SOBRE O EMPREGO DOS FABRICANTES DE BENS DE CAPITAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-07256ffd205468d8ad9e31f0d8ba5596.pdf;ARTHUR DE REZENDE PINTO (BNDES) - DANIEL DA SILVA GRIMALDI (BNDES) - RICARDO AGOSTINI MARTINI (BNDES);i9;Área 9 - Economia Industrial e da Tecnologia;doc132
ESTRUTURA DE PROPRIEDADE E REORGANIZAÇÃO PRODUTIVA DA PETROQUÍMICA BRASILEIRA A PARTIR DO TRATAMENTO DE REDES LONGITUDINAIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-c141d0f1e57201cf767e2aa2337ad80f.pdf;FERNANDO MOMESSO PELAI (UNICAMP/IE) - JOSÉ MARIA F.J. DA SILVEIRA (IE/UNICAMP);i9;Área 9 - Economia Industrial e da Tecnologia;doc133
FLUXO DE TECNOLOGIA INTERSETORIAL E PRODUTIVIDADE NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-14fc5f7435bc4a8595b20a2264685050.pdf;FELIPE QUEIROZ SILVA (UFRJ/IE) - CARLOS FREDERICO LEÃO ROCHA (UFRJ);i9;Área 9 - Economia Industrial e da Tecnologia;doc134
LOCATIONAL CHOICE OF R&D ACTIVITIES ABROAD. THE U.S. CORPORATES’ R&D CAPTIVE OFFSHORING IN DEVELOPING COUNTRIES.;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-b523bfad02f5a704d0987b6735cc74ab.pdf;TULIO CHIARINI (INSTITUTO NACIONAL DE TECNOLOGIA (INT)) - THIAGO CALIARI (ITA) - PABLO FELIPE BITTENCOURT (UFSC) - MARCIA SIQUEIRA RAPINI (CEDEPLAR/UFMG);i9;Área 9 - Economia Industrial e da Tecnologia;doc135
MAPEAMENTO DOS PAÍSES NAS CADEIAS GLOBAIS DE VALOR – UMA ANÁLISE DOS FLUXOS DE COMÉRCIO E DE RENDA DE PAGAMENTO PELO USO DE PROPRIEDADE INTELECTUAL.;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-f4ed58bb439d86c32c42bb2fc045749e.pdf;LUDMILA MACEDO CORREA (UFRRJ) - EDUARDO COSTA PINTO (UFRJ) - MARTA DOS REIS CASTILHO (UFRJ);i9;Área 9 - Economia Industrial e da Tecnologia;doc136
PADRÕES DE INTERDEPENDÊNCIA SETORIAL DA ESTRUTURA PRODUTIVA BRASILEIRA ENTRE 2000 E 2015: UMA ANÁLISE INSUMO-PRODUTO A PARTIR DA DECOMPOSIÇÃO DA MATRIZ DE LEONTIEF;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-efa97d3d82fcffb0b71cbb03db8ad892.pdf;KAIO GLAUBER VITAL DA COSTA (UFRJ/IE) - FÁBIO FREITAS NEVES  (UFRJ/IE);i9;Área 9 - Economia Industrial e da Tecnologia;doc137
PESQUISA E DESENVOLVIMENTO, ESTRUTURA PRODUTIVA E EFEITOS ECONÔMICOS: AVALIANDO O PAPEL DO FINANCIAMENTO PÚBLICO NA ECONOMIA BRASILEIRA (2011-2020);https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-98970220f36d560678d759fd066f74dc.pdf;ROSA LIVIA GONÇALVES MONTENEGRO (UFSJ) - ADMIR ANTONIO BETARELLI JUNIOR (UFJF) - DOMITILA SANTOS BAHIA (UFJF) - EDUARDO GONÇALVES  (UFJF) - WESLEM RODRIGUES FARIA (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia;doc138
POLÍTICA INDUSTRIAL E REDES DE COMÉRCIO DE MEDICAMENTOS: OS CASOS DO BRASIL, IRLANDA E ÍNDIA NO PERÍODO DE 1995 A 2015;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-9ca48bd7fb60e54f11b3bdb8fb8dba15.docx;KLEBER ALVES DA SILVA FRANCULINO (UNESP) - ROGÉRIO GOMES (UNESP) - LIA HASENCLEVER (UFRJ);i9;Área 9 - Economia Industrial e da Tecnologia;doc139
TECHNOLOGICAL CUMULATIVENESS AND INNOVATION IN BRAZILIAN INDUSTRY: EVIDENCES FROM BRAZILIAN INNOVATION SURVEYS 2008, 2011 AND 2014;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-47f30afa3a5718a2566c2fbda8ddbf29.docx;THIAGO CALIARI (INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA)) - PHILIPE SCHERER MENDES (CEDEPLAR/UFMG) - MÁRCIA SIQUEIRA RAPINI (CEDEPLAR/UFMG) - CAMILA MARIA DE ANDRADE TOLENTINO (CEDEPLAR/UFMG);i9;Área 9 - Economia Industrial e da Tecnologia;doc140
TIPOLOGIA E CARACTERIZAÇÃO DOS AGENTES DE REDES DE INOVAÇÃO NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-f34e596b9b43d94fdcc7f60821dda133.pdf;RAQUEL COELHO REIS (UFJF) - EDUARDO GONÇALVES (UFJF) - ADMIR ANTONIO BETARELLI JUNIOR (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia;doc141
UPSTREAMNESS, EXPORTS AND INTERNATIONAL COMPETITIVENESS: LESSONS FROM THE CASE OF CHINA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-4bad6d9a73de4569e78741db77e059af.pdf;CAROLINA TRONCOSO BALTAR (UNICAMP/IE) - MARÍLIA BASSETTI MARCATO (UFRJ/IE) - FERNANDO SARTI (UNICAMP/IE);i9;Área 9 - Economia Industrial e da Tecnologia;doc142
ANÁLISE DO IMPACTO DA INTEGRAÇÃO DO BRICS, DO TICKS E DO MINT PARA O BRASIL POR MEIO DE UM MODELO DE EQUILÍBRIO GERAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-99903d27aa31b50d7fcd5554ec3e1cb2.pdf;RAFAELA LAUFFER OSTERMANN TAMIOSSO (UNISINOS) - ANGÉLICA MASSUQUETTI (UNISINOS) - ANDRÉ FILIPE ZAGO DE AZEVEDO (UNISINOS);i10;Área 10 - Economia Regional e Urbana;doc143
CANAIS DE DIFUSÃO DO CONHECIMENTO: EFEITO DA MOBILIDADE E DA COLABORAÇÃO INTER-REGIONAL DE INVENTORES SOBRE A INOVAÇÃO REGIONAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-e8547ee2a8f22e28563bf3415f795538.pdf;CIRLENE MARIA DE MATOS (UNIFAL) - EDUARDO GONÇALVES (PPGE/UFJF) - RICARDO FREGUGLIA (PPGE/UFJF);i10;Área 10 - Economia Regional e Urbana;doc144
DENSIDADE URBANA E ZONEAMENTO: UMA AVALIAÇÃO DO IMPACTO DA LEI DOS 12 BAIRROS NA CIDADE DO RECIFE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-60b9386cc877e0fff0c42c4e43f2b6d2.pdf;ANDREWS AUGUSTO DINIZ BARROS (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES) - DIEGO FIRMINO COSTA DA SILVA (UFRPE);i10;Área 10 - Economia Regional e Urbana;doc145
DESASTRES NATURAIS E CRESCIMENTO ECONÔMICO: EVIDÊNCIAS PARA O DESASTRE NA REGIÃO SERRANA DO RIO DE JANEIRO (2011);https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-5484b456c50d6c96de18fe2295123fab.pdf;VINÍCIUS HALMENSCHLAGER  (FURG) - ALEXANDRE NUNES DE ALMEIDA (ESALQ/USP) - FELIPE GARCIA RIBEIRO (PPGOM/UFPEL);i10;Área 10 - Economia Regional e Urbana;doc146
ECONOMIAS DE AGLOMERAÇÃO E O SISTEMA PÚBLICO DE SAÚDE: UMA ANÁLISE DO PAPEL DAS AGLOMERAÇÕES NOS FLUXOS DE INTERNAÇÕES HOSPITALARES ENTRE OS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-5ecb39869f327e78fd23e68dd07452a9.pdf;LUCIANO MARCHESE SILVA (UFRGS) - EVERTON NUNES DA SILVA (UNB) - SABINO PORTO JÚNIOR (UFRGS);i10;Área 10 - Economia Regional e Urbana;doc147
EFETIVIDADE DOS INCENTIVOS FISCAIS À INDÚSTRIA SOBRE O VOLUME DE EMPREGOS E A MASSA SALARIAL: UM ESTUDO DO FUNDO DE APOIO AO DESENVOLVIMENTO INDUSTRIAL DA PARAÍBA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-a6f60f90a11da7a6d643ab3fb5232e9f.pdf;ALÉSSIO TONY CAVALCANTI DE ALMEIDA (UFPB) - FELIPE DE OLIVEIRA GONÇALVES (UFPB) - GERRIO DOS SANTOS BARBOSA (UFPB);i10;Área 10 - Economia Regional e Urbana;doc148
EXTERNAL RETURNS TO HUMAN CAPITAL: EVIDENCE FROM BRAZILIAN CITIES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-bb6b3ec0d958bc019e0250a76b66a83f.pdf;KLEBSON HUMBERTO DE LUCENA MOURA (UFPE) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES) - ROBERTA DE MORAES ROCHA (UFPE);i10;Área 10 - Economia Regional e Urbana;doc149
IMPACTO HETEROGÊNEO DA INCETERZA SOBRE O DESEMPENHO ECONÔMICO DAS MICRORREGIÕES BRASILEIRAS:  UMA ANÁLISE ESPACIAL A PARTIR DO MODELO RGP;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-6f7f8536e3f2838efe7be247daba840e.pdf;FABIO GAMA (UFJF) - SUZANA BASTOS (UFJF);i10;Área 10 - Economia Regional e Urbana;doc150
INSTITUTIONS AND CRIMINALITY: EVIDENCE FROM SÃO PAULO STATE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-c2344d75f772d513c7ee4a1e0af3d73f.pdf;LUCIANO NAKABASHI (USP/FEA-RP) - SANDY DALL’ERBA (UNIVERSITY OF ILLINOIS);i10;Área 10 - Economia Regional e Urbana;doc151
INTERNALIZAÇÃO DE TRANSBORDAMENTOS DE CONHECIMENTO POR REGIÕES: UMA MEDIDA BASEADA EM AUTOCITAÇÕES DE PATENTES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-db7dd2bbe8bbab24fd072fc62463ca4b.pdf;BEATRIZ PEREIRA DE ALMEIDA (UFJF) - EDUARDO GONÇALVES (UFJF) - ANDRÉ SURIANE DA SILVA (UFJF) - RAQUEL COELHO REIS (UFJF);i10;Área 10 - Economia Regional e Urbana;doc152
MEASURING MULTIDIMENSIONAL INEQUALITY OF HUMAN OPPORTUNITY: AN ASSESSMENT FOR BRAZILIAN MUNICIPALITIES (2000 -- 2010);https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-71e63c5c58e40d84974c949b18439dad.pdf;DIEGO FERREIRA (UFPR) - PAULO DE ANDRADE JACINTO (UFPR);i10;Área 10 - Economia Regional e Urbana;doc153
MONOCENTRISMO E ESTRUTURA URBANA: UMA ANÁLISE EMPÍRICA PARA A CIDADE DO RECIFE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-0adb8cb6e19a4c9a4945a444d52d1541.pdf;FLAVIO ALEXANDRE DA CUNHA RODRIGUES (UFPE/PIMES) - CÉLIO HENRIQUE PEREIRA BELMIRO (UFPE) - RAUL DA MOTA SILVEIRA NETO (UFPE);i10;Área 10 - Economia Regional e Urbana;doc154
ON THE NUMERICAL STRUCTURE OF LOCAL AND NATIONWIDE GOVERNMENT SPENDING MULTIPLIERS: WHAT CAN WE LEARN FROM THE GREEK CRISIS?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-2173ca4138cefc761991c8a116056908.pdf;EDUARDO AMARAL HADDAD (USP) - NATALIA COTARELLI (USP) - VINICIUS DE ALMEIDA VALE (UFPR);i10;Área 10 - Economia Regional e Urbana;doc155
OS IMPACTOS DO SANEAMENTO BÁSICO SOBRE A EDUCAÇÃO: USANDO A PRIVATIZAÇÃO COMO VARIÁVEL INSTRUMENTAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-8a330b78c09d0b456ce116d1d893df4d.pdf;JULIANA SOUZA SCRIPTORE (UNIFESP) - CARLOS ROBERTO AZZONI (FEA-USP) - NAÉRCIO AQUINO MENEZES FILHO (INSPER E FEA-USP);i10;Área 10 - Economia Regional e Urbana;doc156
REGIONAL FUNDING AND REGIONAL INEQUALITIES IN THE BRAZILIAN NORTHEAST;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-a10a9749d05d44c47d0e87c3028fd9b3.docx;LUIZ CARLOS DE SANTANA RIBEIRO (UFS) - RENATA DE MELO CALDAS (UIUC) - KÊNIA BARREIRO DE SOUZA (UFPR) - DÉBORA FREIRE CARDOSO (CEDEPLAR/UFMG) - EDSON PAULO DOMINGUES (CEDEPLAR/UFMG);i10;Área 10 - Economia Regional e Urbana;doc157
REGIONAL IMPACTS OF FUTURE CLIMATE CHANGE ON HEALTH AND LABOR IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-4b1a1e693ce89b6da0b73eb2a93b034e.pdf;GILVANRAMALHO GUEDES (UFMG/CEDEPLAR) - KENYA NORONHA (UFMG/CEDEPLAR) - MONICA VIEGAS ANDRADE (UFMG/CEDEPLAR) - ALINE MAGALHÃES (UFMG/CEDEPLAR) - EDSON DOMINGUES (UFMG/CEDEPLAR) - KENIA SOUZA (UFPR) - FLAVIANE SANTIAGO (UFJF);i10;Área 10 - Economia Regional e Urbana;doc158
SPATIAL CORRELATION BETWEEN DRUGS TRAFFIC AND VIOLENCE IN BRAZIL: EVIDENCE FROM URBAN NEIGHBORHOODS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-23aca5b8cfd1d9eb33a0955f874b2b71.pdf;FILIPE MATHEUS SILVA CAVALCANTI (UFPE) - FILIPE PADILLA DE MIRANDA (UFPE) - RAUL SILVEIRA NETO (UFPE) - DIEGO FIRMINO  (UFRPE);i10;Área 10 - Economia Regional e Urbana;doc159
THE EVOLUTIONARY BREXIT GAME: UNCERTAINTY AND LOCATION DECISION;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-d3a2720037c75d2e400400a8b3059674.pdf;DOUGLAS SAD SILVEIRA (UFJF) - IZAK CARLOS SILVA (UFJF) - SILVINHA P. VASCONCELOS (UFJF) - FERNANDO S. PEROBELLI (UFJF);i10;Área 10 - Economia Regional e Urbana;doc160
URBANIZAÇÃO, METROPOLIZAÇÃO E MOBILIDADE PARA TRABALHO: ADENTRANDO A REGIÃO METROPOLITANA DE SÃO PAULO A PARTIR DO CENSO DEMOGRÁFICO DE 2010;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-9d85d291971046e4f038248664fcce5d.pdf;VERÔNICA DE CASTRO LAMEIRA (UFMG/CEDEPLAR) - ANDRÉ BRAZ GOLGHER (UFMG/CEDEPLAR);i10;Área 10 - Economia Regional e Urbana;doc161
WATER CONTENT IN TRADE: A REGIONAL ANALYSIS FOR MOROCCO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-a6f682b2855ceca334b3bc83aa1c62df.pdf;VINICIUS DE ALMEIDA VALE (UFPR) - EDUARDO AMARAL HADDAD (USP) - FATIMA EZZAHRA MENGOUB (OCP POLICY CENTER);i10;Área 10 - Economia Regional e Urbana;doc162
WHAT DRIVES THE PATTERNS OF URBAN LAND USE IN A DEVELOPING COUNTRY? THE ROLE OF TRANSPORT INFRASTRUCTURES AND NATURAL AMENITIES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i10-42c39e4e3f9c88e34c14ad5de1663dc5.pdf;RICARDO CARVALHO DE ANDRADE LIMA (SPPEA/MPF) - RAUL DA MOTA SILVEIRA NETO (PIMES/UFPE);i10;Área 10 - Economia Regional e Urbana;doc163
A IMPORTÂNCIA DA PRODUÇÃO AGRÍCOLA PARA AS OSCILAÇÕES DO IPCA - ALIMENTAÇÃO NO DOMICÍLIO: UMA ANÁLISE DINÂMICA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-618e6ec8374d338bccb1791ee7d25306.pdf;ANIELA FAGUNDES CARRARA (UFMT) - GERALDO SANT’ANA DE CAMARGO BARROS (CEPEA / ESALQ / USP );i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc164
A LINKED EMISSIONS TRADING SCHEME UNDER ALTERNATIVE SCENARIOS: IMPLICATIONS FOR EUROPE AND BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-99fa3312674993bf82f53253c25669d7.pdf;THAIS DINIZ OLIVEIRA (INSTITUTE OF TECHNOLOGY SLIGO) - ANGELO COSTA GURGEL (SÃO PAULO SCHOOL OF ECONOMICS, FUNDAÇÃO GETÚLIO VARGAS) - STEVE TONRY (INSTITUTE OF TECHNOLOGY SLIGO );i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc165
ADOÇÃO DE PRÁTICAS CONSERVACIONISTAS E EFICIÊNCIA DA AGRICULTURA NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-cb3fed81ce894b66f33bf5093db43499.pdf;ROSIMERE MIRANDA FORTINI (UFV/ PPGEA) - ROSIMERE MIRANDA FORTINI (UFV) - MARCELO JOSÉ BRAGA (UFV) - CARLOS OTÁVIO DE FREITAS (UFRRJ);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc166
AVALIAÇÃO DE EFEITOS LOCAIS DA CONSTRUÇÃO DE USINAS EÓLICAS NOS MUNICÍPIOS BRASILEIROS: UMA ABORDAGEM POR CONTROLE SINTÉTICO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-64b9a5e082fc179638439842c2a3a929.docx;RICARDO AGOSTINI MARTINI (BNDES) - MARÍLIA DE FIGUEIREDO JORDÃO (BNDES) - DANIEL DA SILVA GRIMALDI (BNDES);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc167
CAN RURAL EXTENSION REDUCE INCOME INEQUALITY IN THE RURAL AREAS OF BRAZIL?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-8206140ed12c33f99714ae6a873c80b0.pdf;CARLOS OTÁVIO DE FREITAS (UFRRJ) - FELIPE DE FIGUEIREDO SILVA (UNIVERSIDADE DE NEBRASKA) - MATEUS DE CARVALHO REIS NEVES (UNIVERSIDADE FEDERAL DE VIÇOSA) - MARCELO JOSÉ BRAGA (UNIVERSIDADE FEDERAL DE VIÇOSA);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc168
CLIMATE SENSITIVITY AND THE VALUE OF AGRICULTURAL PRODUCTION IN THE BRAZILIAN NORTHEAST: AN APPROACH USING SPATIAL PANEL DATA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-e1b55d0a7a5fe61cdbebfa2678e52329.pdf;HELSON GOMES DE SOUZA (UFPB) - EDWARD MARTINS COSTA (MAER/UFC) - FRANCISCO JOSÉ SILVA TABOSA (MAER/UFC) - PABLO URANO DE CARVALHO CASTELAR (FINANÇAS/UFC);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc169
CONDICIONANTES DA SEPARAÇÃO DOS RESÍDUOS BIODEGRADÁVEIS NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-8aaadd43642973236092da3d16629f61.pdf;ROQUE PINTO DE CAMARGO NETO (FURG) - MÁRCIO NORA BARBOSA (FURG) - GABRIELITO RAUTER MENEZES (UFPEL) - PATRÍZIA RAGGI ABDALLAH (FURG);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc170
COOPERATIVES AND BRAZILIAN AGRICULTURAL PRODUCTION: A SPATIAL ANALYSIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-b1147404d9336e2abdf771670d9c1e3d.pdf;LUCAS SIQUEIRA DE CASTRO (UFRRJ) - MATEUS DE CARVALHO REIS NEVES (UFV) - CARLOS OTÁVIO DE FREITAS (UFRRJ);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc171
CRÉDITO E EXTENSÃO RURAL: IMPACTOS ISOLADOS E DA SINERGIA SOBRE A EFICIÊNCIA TÉCNICA DOS AGRICULTORES BRASILEIROS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-9286471ebef3e276f11d14408038a106.pdf;LORENA VIEIRA COSTA (UFV/ PPGEA) - CARLOS OTÁVIO DE FREITAS (UFRRJ);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc172
CRESCIMENTO ECONÔMICO, EXPORTAÇÕES E EMISSÕES DE GEE NA REGIÃO SUDESTE: UMA ANÁLISE DE COINTEGRAÇÃO EM PAINEL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-9b597d1d070224d166107885c36e8797.docx;LUIZ GUSTAVO FERNANDES SERENO (UFU) - MARCELO SILVA SIMÕES (UFU) - DANIEL CAIXETA ANDRADE (UFU);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc173
DEMOGRAPHIC CHANGES AND ITS IMPACTS ON CONSUMPTION AND GREENHOUSE GAS EMISSIONS IN BRAZIL: A COMPUTABLE GENERAL EQUILIBRIUM MODEL APPROACH;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-b92d7a0a04ae994694bc54fa5083d650.pdf;TERCIANE SABADINI CARVALHO (UFPR) - FLAVIANE SOUZA SANTIAGO (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc174
ECONOMIC AND REGIONAL IMPACTS OF INVESTMENTS IN ELECTRICITY GENERATION IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-62bdf4565ad34e1c9f3ec1486a2ca6b1.pdf;TIAGO BARBOSA DINIZ (USP/ESALQ) - JOAQUIM BENTO DE SOUZA FERREIRA FILHO (USP/ESALQ) - MARK HORRIDGE (CENTRE OF POLICY STUDIES);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc175
EFEITO DO ACESSO AO CRÉDITO RURAL SOBRE A ADOÇÃO DE SISTEMAS DE INTEGRAÇÃO LAVOURA-PECUÁRIA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-2fea215ee8e3b4fb45f5443ae3374cd0.pdf;MARCELO JOSÉ CARRER (IFSP) - ALEXANDRE GORI MAIA (UNICAMP) - MARCELA DE MELLO BRANDÃO VINHOLIS (EMBRAPA) - HILDO MEIRELLES DE SOUZA FILHO (UFSCAR);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc176
ELASTICIDADES DA DEMANDA POR DIESEL NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-e00af90dec405c5d0626840b35c32359.pdf;LEONARDO CHAVES BORGES CARDOSO (UFV/ PPGEA) - CLEITON SILVA DE JESUS (UEFS);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc177
ENVIRONMENTAL COSTS OF EUROPEAN UNION MEMBERSHIP: A STRUCTURAL DECOMPOSITION ANALYSIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-33a27e871e0cbbf1895374eb0e6df9d5.pdf;AMIR BORGES FERREIRA NETO (WEST VIRGINIA UNIVERSITY) - FERNANDO S. PEROBELLI (FEDERAL UNIVERSITY OF JUIZ DE FORA) - INÁCIO F. DE ARAÚJO JR. (FEDERAL UNIVERSITY OF JUIZ DE FORA) - RANDALL W. JACKSON (WEST VIRGINIA UNIVERSITY);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc178
MUDANÇAS CLIMÁTICAS NO BRASIL: EFEITOS SISTÊMICOS SOB CENÁRIOS DE INCERTEZA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-f6f58b30660b2852493df7d2d66c9d50.pdf;BRUNO SANTOS DE SOUZA (USP/FEA) - EDUARDO AMARAL HADDAD (FEA - USP);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc179
O MERCADO DE ETANOL NO BRASIL: UMA ANÁLISE DA OFERTA E DA DEMANDA USANDO MQ2E;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-6f60feb8b616136d9211eabef4d6672d.pdf;PAULO HENRIQUE DE OLIVEIRA HOECKEL (PUC-RS) - AUGUSTO MUSSI ALVIM (PUC-RS);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc180
PROJEÇÃO DOS IMPACTOS ECONÔMICOS REGIONAIS DO DESASTRE DE MARIANA-MG;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-99f80958ddb09941c35c9741a0a16d82.pdf;THIAGO CAVALCANTE SIMONATO (UFMG/CEDEPLAR) - EDSON PAULO DOMINGUES (UFMG/CEDEPLAR) - ALINE SOUZA MAGALHÃES (UFMG/CEDEPLAR);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc181
RURAL CREDIT AND INCOME DIFFERENTIAL IN BRAZIL: AN UNCONDITIONAL QUANTILE REGRESSION APPROACH;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-c8653edda36e07f36227326092a85a19.pdf;MATEUS DE CARVALHO REIS NEVES (UFV) - CARLOS OTÁVIO DE FREITAS  (UFRRJ) - FELIPE DE FIGUEIREDO SILVA  (UNIVERSITY OF NEBRASKA) - DAVI ROGÉRIO DE MOURA COSTA  (FEA-RP/USP) - MARCELO JOSÉ BRAGA  (UFV);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc182
THE BRAZILIAN ADMINISTRATIVE LAW ENFORCEMENT PROCESS AND ITS EFFECTS ON ENVIRONMENTAL RECIDIVISM;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-a13e0e9250109fba64b4ec9b253146af.pdf;DANIEL DE ABREU PEREIRA UHR (UFPEL) - JULIA GALLEGO ZIERO UHR (UFPEL) - RENAN PORN PERES (UFPEL) - MAGNUM KOURY DE FIGUEIREDO ELTZ (IDEIA);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc183
