título_2019;links_2019;autores_e_universidades_2019;code_area;area
USING THE MORAN’S I TO DETECT BID RIGGING IN BRAZILIAN PROCUREMENT AUCTIONS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i8-65127d0233006f9d19b0a3f1b31d1395.pdf;RICARDO CARVALHO DE ANDRADE LIMA (UCB) - GUILHERME MENDES RESENDE (CADE);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
WELFARE LOSS AND LERNER-DEMAND HYPOTHESIS: EVIDENCES FOR THE COMMERCIAL BANKS IN BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i8-6d82b19062043cd83d2349578b04143a.pdf;MARCELO HENRIQUE SHINKODA (UFV/ PPGEA) - MARCELO JOSÉ BRAGA (UFV / PPGEA);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
A PERVASIVIDADE INDUSTRIAL MULTIDIMENSIONAL DAS NOVAS TECNOLOGIAS HABILITADORAS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-cb466b258ab31555861b107f19ba0d25.docx;VANESSA DE LIMA AVANCI (IDEIES/SISTEMA FINDES) - ANA URRACA-RUIZ (UFF);i9;Área 9 - Economia Industrial e da Tecnologia
A SURVEY ON STYLIZED FACTS FOR BRAZILIAN MANUFACTURING: 1996-2013;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-618bc6d6845d5f2f348dfe2e819a858f.pdf;ELIAS YOUSSEF HADDAD NETTO (UNICAMP) - IVETTE LUNA (UNICAMP);i9;Área 9 - Economia Industrial e da Tecnologia
AN EXPANDED KNOWLEDGE PRODUCTION FUNCTION: EVIDENCE FROM BRAZIL WITH A DYNAMIC SPATIAL PANEL APPROACH;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-a2ae7b89e873d6023ca298f745582101.pdf;ADIRSON MACIEL DE FREITAS JUNIOR (USP/ESALQ) - PEDRO HENRIQUE BATISTA DE BARROS (USP-FEA);i9;Área 9 - Economia Industrial e da Tecnologia
AN INVESTIGATION INTO SHAPES AND DETERMINANTS OF DEINDUSTRIALIZATION PROCESSES: THEORY AND EVIDENCE FOR DEVELOPED AND DEVELOPING COUNTRIES (1970-2017);https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-4c06d516fee94627f7c83c14c15abb3a.pdf;ELIANE ARAUJO (UEM) - ELISANGELA ARAUJO (UEM) - SAMUEL COSTA PERES  (UNISINOS ) - LIONELLO PUNZO  (UNIVERSIDADE DE SIENA);i9;Área 9 - Economia Industrial e da Tecnologia
CONTEÚDO IMPORTADO NA DEMANDA FINAL DOMÉSTICA E EMPREGO ASSOCIADO ÀS EXPORTAÇÕES: UMA ANÁLISE INSUMO-PRODUTO PARA A ECONOMIA BRASILEIRA ENTRE 2000 E 2015;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-9564a8f2e57691e39ad8367682ceb395.pdf;KAIO GLAUBER VITAL DA COSTA (UFRJ/IE) - MARÍLIA BASSETTI MARCATO (UFRJ/IE);i9;Área 9 - Economia Industrial e da Tecnologia
ECONOMIC CRISIS, INNOVATION AND ORGANIZATIONAL RESPONSES: EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-bdef69cf2d004c0873cfa82441072ad5.pdf;PAULO HENRIQUE ASSIS FEITOSA (USP) - RENATO DE CASTRO GARCIA (UNICAMP);i9;Área 9 - Economia Industrial e da Tecnologia
IMPACTOS DOS INCENTIVOS FISCAIS NA INOVAÇÃO DE GRANDES EMPRESAS: UMA AVALIAÇÃO A PARTIR DA PESQUISA SONDAGEM DE INOVAÇÃO DA ABDI;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-679cb322aa36398a91c9bb07cb3f11ef.pdf;MÁRCIA SIQUEIRA RAPINI (UFMG/CEDEPLAR) - ULISSES PEREIRA DOS SANTOS (UFMG/CEDEPLAR) - PHILIPE SCHERRER MENDES (UFMG/CEDEPLAR);i9;Área 9 - Economia Industrial e da Tecnologia
ÍNDICE DE INOVAÇÃO GLOBAL - UMA ANÁLISE DA TRAJETÓRIA BRASILEIRA ENTRE OS ANOS DE 2007 A 2018;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-30bba0c8bcf2bb63bb77c7321c333b7f.pdf;REILI AMON HA VIEIRA DOS SANTOS (UFPE) - RODRIGO GOMES DE ARRUDA (FACULDADE NOVA ROMA) - JOCILDO FERNANDES BEZERRA (UFPE/PIMES) - NELSON PAES LEITÃO (RECEITA FEDERAL / UFPE-PIMES);i9;Área 9 - Economia Industrial e da Tecnologia
INNOVATION AND CAPABILITIES BUILDING IN BIOPHARMACEUTICALS IN BRAZIL: A KNOWLEDGE NETWORK ANALYSIS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-66bd5df4f5cf287383c0a6e9c3d61d0e.pdf;NATHALIA GUIMARÃES ALVES (UFRJ/IE) - MARINA HONÓRIO DE SOUZA SZAPIRO (UFRJ/IE) - MARCO ANTÔNIO VARGAS (UFF) - JORGE NOGUEIRA DE PAIVA BRITTO (UFF);i9;Área 9 - Economia Industrial e da Tecnologia
MEDIDAS DE GATEKEEPERS APLICADAS À REDE DE INVENÇÃO  DO BRASIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-3ff1074a2597f54a8e7fb183b1ba15e3.pdf;RAQUEL COELHO REIS (UFJF) - EDUARDO GONÇALVES (UFJF) - JULIANA GONÇALVES TAVEIRA (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia
SINAIS VIRTUOSOS DO PROCESSO DE MUDANÇA ESTRUTURAL BRASILEIRO DURANTE OS GOVERNOS LULA E DILMA;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-7d2d181960b9b2cee44be81c2afbef15.docx;PABLO FELIPE BITTENCOURT (UFSC);i9;Área 9 - Economia Industrial e da Tecnologia
TECHNICAL AND SKILL KNOWLEDGE INCORPORATED BY BIG-PHARMA IN ACQUISITIONS OF SMALL FIRMS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-8063211204cc639044099a6ecccf36d1.docx;MURILO MONTANARI DE MATOS (UFU) - ANA PAULA MACEDO DE AVELLAR (UFU);i9;Área 9 - Economia Industrial e da Tecnologia
TECHNOLOGICAL UNEMPLOYMENT IN BRAZIL: EFFECTS OF AUTOMATION ON JOB MARKET OCCUPATIONS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-8d686480f6724a9101687d18564dcd76.pdf;WILLIAN BOSCHETTI ADAMCZYK (PUC-RS) - MARCO TÚLIO ANICETO FRANÇA (PUC-RS) - ADELAR FOCHEZATTO (PUC-RS);i9;Área 9 - Economia Industrial e da Tecnologia
THE ECONOMIC EFFECTS OF FINANCING PRIVATE INVESTMENTS ON R&D IN BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-f055f0264a27b445dcb40c2f0c1dcd3f.pdf;ROSA LIVIA GONÇALVES MONTENEGRO (UFJF) - ADMIR ANTONIO BETARELLI JUNIOR (UFJF) - WESLEM RODRIGUES FARIA (UFJF) - EDUARDO GONÇALVES (UFJF) - DOMITILA SANTOS BAHIA  (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia
THE EFFECTS OF BNDES ON BRAZILIAN PHARMACEUTICAL FIRMS’ INNOVATION INVESTMENTS: A PANEL DATA APPROACH;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-7076f869aae3d8895dc2a09a28995462.pdf;LUCIANO MACHADO (BNDES) - RICARDO A. MARTINI (BNDES) - VITOR P. PIMENTEL (BNDES);i9;Área 9 - Economia Industrial e da Tecnologia
THE MOBILITY OF SKILLED WORKERS AND INNOVATION IN BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-30313dd1c562c6b427e4ccd8cae5f758.docx;ARIANA RIBEIRO COSTA (UFSCAR) - RENATO GARCIA (UNICAMP) - JOSÉ EDUARDO DE SALLES ROSELINO (UFSCAR) - JOSÉ CÉSAR CRUZ JÚNIOR (UFSCAR);i9;Área 9 - Economia Industrial e da Tecnologia
TRADE OPENNESS DEGREE AS TECHNOLOGY SPILLOVER CARRIER;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-6bbe30e967ae04fa17777ded63752442.pdf;ADALBERTO  A. LABRADOR (UFJF) - EDUARDO GONÇALVES (UFJF) - JOÃO GABRIEL PIO (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia
UMA ANÁLISE DOS FATORES DIRECIONADORES (DRIVERS) DA INTENSIDADE DAS INTERAÇÕES DE PEQUENAS E MÉDIAS EMPRESAS BRASILEIRAS COM UNIVERSIDADES E INSTITUTOS PÚBLICOS DE PESQUISA;https://www.anpec.org.br/encontro/2019/submissao/files_I/i9-15e9da4d4f09dba85ac868fbee2c0b8c.docx;VANESSA PARREIRAS OLIVEIRA  (UNICAMP/IE) - RENATO DE CASTRO GARCIA  (IE/UNICAMP );i9;Área 9 - Economia Industrial e da Tecnologia
A VIOLÊNCIA URBANA E O PREÇO DOS IMÓVEIS: EVIDÊNCIAS DE COMO A CRIMINALIDADE AFETA O MERCADO IMOBILIÁRIO;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-29f600709d70e1b301d3c16c763085ba.docx;JOEBSON MAURILIO ALVES DOS SANTOS (UFPE/PIMES) - TATIANE ALMEIDA DE MENEZES (PIMES/UFPE) - RAUL DA MOTA SILVEIRA NETO (PIMES/UFPE);i10;Área 10 - Economia Regional e Urbana
AMBIENTE URBANO E CRIMINALIDADE: UMA ABORDAGEM DE MACHINE LEARNING PARA O CASO DA CIDADE DO RECIFE;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-939a661f9751491843de80d6bbf8c458.pdf;CÉLIO HENRIQUE PEREIRA BELMIRO (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES) - RAYDONAL OSPINA MARTÍNEZ  (UFPE/PPGE);i10;Área 10 - Economia Regional e Urbana
AN INTER-REGIONAL NETWORK PERSPECTIVE TO EVALUATE THE BRAZILIAN ECONOMY;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-6e0deb272eefb74e54251a9838c400e9.docx;LUIZ CARLOS DE SANTANA RIBEIRO (UFS) - EDER JOHNSON DE AREA LEÃO PEREIRA  (SENAI/CIMATEC) - FERNANDO SALGUEIRO PEROBELLI (PPGE/UFJF) - HERNANE BORGES DE BARROS PEREIRA  (SENAI/CIMATEC);i10;Área 10 - Economia Regional e Urbana
ANÁLISE DOS DETERMINANTES DA EFICIÊNCA DA APLICAÇÃO DOS RECURSOS DO FNE PELOS MUNICÍPIOS BENEFICIADOS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-8aad5dbd67f97c5deaf4239faf1983a5.docx;DIEGO RAFAEL FONSECA CARNEIRO (UFC/CAEN) - MAITÊ RIMEKKÁ SHIRASU (CAEN/UFC);i10;Área 10 - Economia Regional e Urbana
DEMOGRAFIA E LOCALIZAÇÃO RESIDENCIAL: UMA ANÁLISE DA REGIÃO METROPOLITANA DO RECIFE;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-3905af66ff3b63d28efac795abdd6e38.docx;MARIA CATARINA ARAÚJO CUNHA (UFPE) - RAUL DA MOTA SILVEIRA NETO (PIMES/UFPE);i10;Área 10 - Economia Regional e Urbana
DESASTRES TECNOLÓGICOS E IMPACTO ECONÔMICO PARA UMA ECONOMIA EM DESENVOLVIMENTO: EVIDÊNCIAS PARA O BRASIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-7548f714b60ff2dc99fcb1d6552b0651.pdf;THAIS WAIDEMAN NIQUITO (UDESC) - FERNANDO POZZOBON (UDESC) - VINÍCIUS HALMENSCHLAGER (FURG) - FELIPE GARCIA RIBEIRO (UFPEL);i10;Área 10 - Economia Regional e Urbana
DEVAGAR E SEMPRE: OS EFEITOS DA REDUÇÃO NO LIMITE DE VELOCIDADE NOS ACIDENTES DE SÃO PAULO.;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-10bab52d8051b9193b1928099e8729ac.pdf;CAIO PEDRO DE ALMEIDA SILVA CASTRO (INSPER) - RODRIGO MENON SIMÕES MOITA (INSPER) - BRUNO ROMERO PEDROSA MONTEIRO FILHO (INSPER) - ELISA MENEZES SANTOS (INSPER) - GABRIEL PAULINO DOS SANTOS (INSPER) - INGRID RIBEIRO AGUIAR (INSPER);i10;Área 10 - Economia Regional e Urbana
DISTRIBUIÇÃO ESPACIAL DA ATIVIDADE ECONÔMICA E DESIGUALDADES REGIONAIS: EVIDÊNCIAS PARA OS MUNICÍPIOS DE MINAS GERAIS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-480f0e9bb48d24a63662ad1c70c0119b.pdf;JOYCE APARECIDA GUIMARÃES SILVA (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF) - INÁCIO FERNANDES ARAÚJO JÚNIOR (USP);i10;Área 10 - Economia Regional e Urbana
ECONOMIAS DE AGLOMERAÇÃO E PROXIMIDADE GEOGRÁFICA: EVIDÊNCIAS PARA A INDÚSTRIA TÊXTIL E DE CONFECÇÃO DE PERNAMBUCO;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-9741a269565fd276e7c34ce1412af1dd.pdf;ROBERTA ROCHA (UFPE) - LARISSA DE ASSIS SILVA (PPGECON/UFPE) - ROBERTA ROCHA (PPGECON/UFPE) - RAUL SILVEIRA NETO (PIMES/UFPE);i10;Área 10 - Economia Regional e Urbana
IDENTIFICATION OF EMPLOYMENT SUBCENTERS IN BRAZILIAN METROPOLITAN REGIONS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-5bbc4f56d19a715e4bcb780479f6a76a.pdf;FLÁVIO ALEXANDRE DA CUNHA RODRIGUES (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES) - FILIPE MIRANDA (UFPE);i10;Área 10 - Economia Regional e Urbana
INDÚSTRIAS CRIATIVAS NO BRASIL: MAPEAMENTO DE AGLOMERAÇÕES PRODUTIVAS POTENCIAIS E SUA CONTRIBUIÇÃO PARA O DESENVOLVIMENTO LOCAL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-88448c45aa17ae52ec469fa55e78248b.docx;JULIA MARIA NOVAES DIAS (UFMG/CEDEPLAR) - ANA CAROLINA DA CRUZ LIMA (UERJ);i10;Área 10 - Economia Regional e Urbana
LOCALIZAÇÃO E SAÚDE NA CIDADE DE SALVADOR;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-08a8a87615fefb0f8e5d3b4ca4ff3070.docx;GEIDSON UILSON SEIXAS SANTANA (SECRETARIA DO PLANEJAMENTO DO ESTADO DA BAHIA - SEPLAN/BA) - GERVÁSIO F. DOS SANTOS (UNIVERSIDADE FEDERAL DA BAHIA - UFBA);i10;Área 10 - Economia Regional e Urbana
LOCALIZATION PATTERNS OF SERVICE ACTIVITIES WITHIN METROPOLITAN AREAS: THE CASE OF SÃO PAULO;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-23a3a2ada5cb2c8ccb71e63a32d528de.pdf;EDILBERTO TIAGO DE ALMEIDA (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (PIMES - UFPE) - JAIME MACEDO DE BRITO BASTOS (UFPE) - RUBENS LOPES PEREIRA DA SILVA (PIMES - UFPE);i10;Área 10 - Economia Regional e Urbana
MORADIA, EMPREGABILIDADE E ACESSIBILIDADE AO MERCADO DE TRABALHO FORMAL: EVIDÊNCIAS DE SORTEIOS NO BRASIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-a8bce1188c00d6bc30c86e61a0eea2f9.pdf;TAINÁ SOUZA PACHECO (FGV-SP) - CIRO BIDERMAN (EAESP FGV);i10;Área 10 - Economia Regional e Urbana
PLANEJAMENTO URBANO E ESTRUTURA DAS CIDADES: UMA AVALIAÇÃO DO PLANO DIRETOR USANDO UM DESENHO DE REGRESSÃO DESCONTINUA;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-5d7657d39136083e584ba533abaec8a2.docx;CLAUDIA REGINA HECK (UFMT) - FÁBIO NOBUO NISHIMURA (UFMT);i10;Área 10 - Economia Regional e Urbana
REGIONAL INEQUALITY IN THE WAGE DISTRIBUTION ADJUSTED BY PURCHASING POWER: EVIDENCE FROM BRAZILIAN METROPOLITAN REGIONS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-051a31805ac01504b0aab26ffb3718fd.docx;RODRIGO CARVALHO OLIVEIRA (UFBA) - RAUL DA MOTA SILVEIRA NETO (PIMES/UFPE);i10;Área 10 - Economia Regional e Urbana
THE GREAT PAULISTA CRIME DECLINE PUZZLE;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-deca550030a55a5e0b7f0bc8b591610d.pdf;EDUARDO SIMÕES DE ALMEIDA (UFJF) - LUCAS SIQUEIRA DE CASTRO (UFRRJ);i10;Área 10 - Economia Regional e Urbana
THE LONG-RUN ELASTICITY OF RESIDENTIAL ENERGY DEMAND: EVIDENCE FROM GEOGRAPHICAL REGIONS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-50da0ef45a0de017726c152ed817ea14.pdf;CARLOS ENRIQUE CARRASCO GUTIERREZ (UCB) - IÊDA MARQUES DIAS (UNIVERSIDADE CATÓLICA DE BRASÍLIA );i10;Área 10 - Economia Regional e Urbana
TRANSPORT AND POPULATION DENSITY IN THE URBAN AREA OF THE CITY OF SALVADOR;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-927504bd283e1612ca1a3d731444c23b.pdf;DANIEL SILVA ANTUNES DE CARVALHO (UFBA) - GERVÁSIO FERREIRA DOS SANTOS (UFBA);i10;Área 10 - Economia Regional e Urbana
TRANSPORTE RODOVIÁRIO DE PASSAGEIROS, FLUXO DE RENDA E CONSUMO: AVALIANDO OS EFEITOS ECONÔMICOS DE POLÍTICAS DA CIDE PARA A ECONOMIA BRASILEIRA;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-c72204553d06b52ad8e633f26091f9ff.pdf;ANDRESSA LEMES PROQUE (UFJF) - ADMIR ANTÔNIO BETARELLI JUNIOR (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF);i10;Área 10 - Economia Regional e Urbana
URBAN EMPLOYMENT SUBCENTERS: THE CASE OF CURITIBA, BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i10-1ef07e40df2f8bca3379063e1d77fa9d.pdf;EDUARDO MOREIRA THOME (UFPR) - ALEXANDRE ALVES PORSSE (UFPR);i10;Área 10 - Economia Regional e Urbana
A ESTRUTURA DEMOGRÁFICA TEM EFEITOS NAS EMISSÕES DE POLUENTES? EVIDÊNCIAS A PARTIR DE DIFERENTES GRUPOS DE PAÍSES;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-225c9d6ed1da613bae613214c98c6721.pdf;JOÃO GABRIEL PIO (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF) - EDUARDO GONÇALVES (UFJF);i11;Área 11 - Economia Agrícola e do Meio Ambiente
A RELAÇÃO ENTRE SUBSÍDIOS À PESCA E AS EMISSÕES DE CO2 DO SETOR PESQUEIRO;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-2a01d91f644f2941e04a614d77bc00ff.pdf;FÁBIO LUIZ VARGAS MACHADO (USP/ESALQ) - VINÍCIUS HALMENSCHLAGER (FURG) - PATRÍZIA RAGGI ABDALLAH (FURG) - GIBRAN DA SILVA TEIXEIRA (FURG);i11;Área 11 - Economia Agrícola e do Meio Ambiente
AGRICULTURAL CREDIT, CROP INSURANCE AND THE RISK BALANCING HYPOTHESIS: EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-12dcf76367c2bbee59211945d6ebb92c.docx;MATEUS PEREIRA LAVORATO (UFV) - CALUM GREIG TURVEY (CORNELL) - MARCELO JOSÉ BRAGA (UFV);i11;Área 11 - Economia Agrícola e do Meio Ambiente
BRAZILIAN FUTURE LAND-USE DYNAMICS IN DIVERSE BIOPHYSICAL AND SOCIOECONOMIC SCENARIOS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-98e634f49f49106c77ff64065ab8ef79.docx;GEANDERSON EDUARDO AMBRÓSIO (UFV) - JAN PHILIPP DIETRICH (POTSDAM INSTITUTE FOR CLIMATE IMPACT RESEARCH) - DENIS CUNHA (UNIVERSIDADE FEDERAL DE VICOSA) - MIODRAG STEVANOVIC (POTSDAM INSTITUTE FOR CLIMATE IMPACT RESEARCH) - ALEXANDER POPP (POTSDAM INSTITUTE FOR CLIMATE IMPACT RESEARCH) - EWERTON ARAUJO (UNIVERSIDADE FEDERAL DE PERNAMBUCO) - HERMANN LOTZE-CAMPEN (POTSDAM INSTITUTE FOR CLIMATE IMPACT RESEARCH);i11;Área 11 - Economia Agrícola e do Meio Ambiente
CRESCIMENTO ECONÔMICO E EMISSÕES DE GASES DE EFEITO ESTUFA: UMA ANÁLISE DA RELAÇÃO DE LONGO PRAZO PARA OS ESTADOS BRASILEIROS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-1ba4e57590a9c9fa190af02d44b23cb5.pdf;LUIZ GUSTAVO FERNANDES SERENO (UNICAMP) - DANIEL CAIXETA ANDRADE (UFU);i11;Área 11 - Economia Agrícola e do Meio Ambiente
DISSECTING BRAZILIAN BUSINESS AGRICULTURAL CYCLE IN HIGH-DIMENSIONAL AND MIXED-FREQUENCY CONTEXT;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-f2e280b000a4437ab3697d42d5a03376.pdf;NICOLE RENNÓ CASTRO (USP/ESALQ) - ANDRÉ NUNES MARANHÃO (UNB);i11;Área 11 - Economia Agrícola e do Meio Ambiente
ECONOMIC DEVELOPMENT AND DEFORESTATION IN THE BRAZILIAN AMAZON: A DYNAMIC SPATIAL PANEL APPROACH;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-6ae748d147bb6947c2202b83cfe60a63.pdf;PEDRO HENRIQUE BATISTA DE BARROS (USP/FEA) - ALYSSON LUZ STEGE (UEPG);i11;Área 11 - Economia Agrícola e do Meio Ambiente
INTEMPÉRIE CLIMÁTICA E POLÍTICA DE PROTEÇÃO SOCIAL: UMA AVALIAÇÃO DO PROGRAMA GARANTIA SAFRA NO COMBATE À INSEGURANÇA ALIMENTAR;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-b5bad54b452c0321b4678c7d8595eaa2.pdf;WESCLEY DE FREITAS BARBOSA (UFC) - RICARDO BRITO SOARES (UFC/CAEN);i11;Área 11 - Economia Agrícola e do Meio Ambiente
IRRIGATION, TECHNICAL EFFICIENCY AND FARM SIZE IN BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-e8a46ecc10b3bf315d2ac1f863fd5b28.pdf;GABRIEL ALVES DE SAMPAIO MORAIS (UFV/ PPGEA) - FELIPE DE FIGUEIREDO SILVA (CLEMSON UNIVERSITY (SOUTH CAROLINA - USA)) - CARLOS OTÁVIO DE FREITAS (UFRRJ) - MARCELO JOSÉ BRAGA (UFV - PPGEA);i11;Área 11 - Economia Agrícola e do Meio Ambiente
MUDANÇAS NO MERCADO INTERNACIONAL DE ETANOL: CALIBRAÇÃO DE UM MODELO ESPACIAL USANDO PCM;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-033e7bc09499aad9d8d3bca3051c96d6.pdf;PAULO HENRIQUE HOECKEL (UFGD) - AUGUSTO MUSSI ALVIM (PUCRS);i11;Área 11 - Economia Agrícola e do Meio Ambiente
O ACORDO DE PARIS E AS EMISSÕES DE GASES: IMPACTOS SOBRE A PRODUÇÃO DE SUÍNOS NO BRASIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-e65600f219ff215a3fd3a06e23e596ae.pdf;CAROLINA SILVA DA TRINDADE (PUC-RS) - AUGUSTO MUSSI ALVIM (PUC-RS);i11;Área 11 - Economia Agrícola e do Meio Ambiente
THE ENVIRONMENTAL IMPACTS OF THE AGRICULTURAL FRONTIER EXPANSION IN THE CERRADO, BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-d519ad7dddeae7683c7e4a217ce10603.pdf;ALYSSON LUIZ STEGE (UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG) - PEDRO HENRIQUE BATISTA DE BARROS  (FEA-USP);i11;Área 11 - Economia Agrícola e do Meio Ambiente
TRANSMISSÃO DE PREÇOS PAGOS AO PRODUTOR DE LEITE, ATACADO E VAREJO NOS ESTADOS BRASILEIROS: UMA ANÁLISE UTILIZANDO SPILLOVERS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-1cd6818618d3aa57832b41db7bbc78a9.docx;TIAGO SAYÃO ROSA (UERJ) - ANDREA UGOLINI (UERJ);i11;Área 11 - Economia Agrícola e do Meio Ambiente
USING COOPERATIVES TO REDUCE INCOME INEQUALITY IN THE BRAZILIAN RURAL SECTOR;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-fe69537cfbe1c20fc3db6d4a06e2eac4.pdf;MATEUS DE CARVALHO REIS NEVES (UFV) - CARLOS OTÁVIO DE FREITAS (UFRRJ) - FELIPE DE FIGUEIREDO SILVA (CLEMSON UNIVERSITY) - DAVI ROGÉRIO DE MOURA COSTA (FEA-RP/USP) - MARCELO JOSÉ BRAGA (UFV);i11;Área 11 - Economia Agrícola e do Meio Ambiente
USO DA ÁGUA NO BRASIL E SUA RELAÇÃO COM CONDICIONANTES ECONÔMICOS: ANÁLISE A PARTIR DE SIMULAÇÕES COM UM MODELO DE EQUILÍBRIO GERAL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i11-be74db0fe3a4083ee282ae5c1a57bfd5.pdf;ALINE MAGALHAES (UFMG/CEDEPLAR) - ALINE SOUZA MAGALHÃES (CEDEPLAR/UFMG) - EDSON PAULO DOMINGUES (CEDEPLAR/UFMG) - BRUNA STEIN CIASCA (CEDEPLAR/UFMG);i11;Área 11 - Economia Agrícola e do Meio Ambiente
A BRIGHTER FUTURE: THE IMPACT OF RURAL SCHOOL ELECTRIFICATION PROGRAMS ON THE DROPOUT RATE IN PRIMARY EDUCATION IN BRAZIL;https://www.anpec.org.br/encontro/2019/submissao/files_I/i12-800a8ea4e12630dd1240585e1f45a959.pdf;ALEXANDRE NOVAES MEJDALANI (UFF) - ROBERTA MENDES E COSTA (UFF) - MICHELLE HALLACK (BID) - DAVID LOPEZ SOTO (BID) - MIGUEL VAZQUEZ (GWU);i12;Área 12 - Economia Social e Demografia Econômica
A RELAÇÃO DE INCENTIVOS ENTRE O PROGRAMA BOLSA FAMÍLIA E O CASAMENTO INFANTIL FEMININO;https://www.anpec.org.br/encontro/2019/submissao/files_I/i12-8ac7cdb75261f0bc98ec7d6e8764451a.pdf;ANDRESSA MIELKE VASCONCELOS (UFRGS) - MARCELO DE CARVALHO GRIEBELER (UFRGS);i12;Área 12 - Economia Social e Demografia Econômica
ANÁLISE DO DIFERENCIAL DE DESEMPENHO ENTRE ALUNOS DE ESCOLAS RURAIS E URBANAS;https://www.anpec.org.br/encontro/2019/submissao/files_I/i12-9b9bf33c33d9f188fbe0776d953ca388.pdf;FELIPE CÉSAR MARQUES (UEM) - RICARDO DA SILVA SOUZA (UEM) - ALEXANDRE FLORINDO ALVES (UEM);i12;Área 12 - Economia Social e Demografia Econômica
