título_2017;links_2017;autores_2017;code_area;area
THE QUALITY OF BRAZILIAN EXPORTS: A CROSS STATE, SECTORAL AND TECHNOLOGICAL CONTENT ANALYSIS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-e5b7d162f1095b12b4c92e8030e7a8c6.pdf;HÉLIO DE SOUSA RAMOS FILHO (UFPB) - RENNAN KERTLLY DE MEDEIROS  (UFPB) - VINÍCIUS PHILLIPE DE ALBUQUERQUEMELLO (UFPB);i7;Área 7 - Economia Internacional
ANÁLISE DE EFICIÊNCIA DAS IFES NO USO DE RECURSOS FINANCEIROS 2010-2015;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-434b31f2ee16a8fd76ae594ba03f5f0a.pdf;ANTONIO MARCOS CORREIA MELONIO (UnB) - VANDER MENDES LUCAS (UNB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
APLICAÇÃO DE MODELOS ESPACIAIS E FRONTEIRAS NÃO ESTOCÁSTICAS NA ANÁLISE DA EFICIÊNCIA AMBIENTAL NO BRASIL ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-6b505c4a0ff16a84f20427ec0c293d3b.pdf;THIAGO COSTA SOARES (UFJF) - DÊNIS ANTÔNIO DA CUNHA (UFV);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
AUCTIONS WITH INTERDEPENDENCY AND CAPACITY CONSTRAINT: ASSETS ALLOCATION IN THE BRAZILIAN POWER TRANSMISSION SECTOR;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-7551cdc230fed90815c11c348cbac23c.pdf;LUCAS VARJAO MOTTA (UFPE/PIMES) - FRANCISCO DE SOUSA RAMOS (UFPE/PIMES);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
CARTEL DAMAGE EVALUATION : A CASE STUDY OF THE LIQUEFIED PETROLEUM GAS SECTOR IN PARÁ, BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-0295bd1f49b93d5f1c87cf78a505f303.pdf;JOSE GUSTAVO FERES (IPEA) - NATHALIE GRESSLER AFONSO (FGV-RJ/EPGE);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
EFEITO DA COPARTICIPAÇÃO NO NÚMERO DE CONSULTAS MÉDICAS ELETIVAS EM MODELOS DINÂMICOS DE CONTAGEM;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-326411b61b307680c67db2bcd580ef65.pdf;WESCLEY DE FREITAS BARBOSA (UFC/CAEN) - RICARDO BRITO SOARES (UFC/CAEN) - KILVIA HELANE CARDOSO MESQUITA (UFC/SOBRAL);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
ESTIMATION OF PRICE AND INCOME ELASTICITIES FOR THE BRAZILIAN HOUSEHOLD ELECTRICITY DEMAND;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-26036e0ce82fe001bdc7409c44546d6b.pdf;DANIEL DE ABREU PEREIRA UHR (UFPEL) - JULIA GALLEGO ZIERO UHR  (UFPEL) - ANDRÉ LUIZ SQUARIZE CHAGAS  (USP);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
FINANCIAL CONSTRAINTS, COLLATERAL PRICES, AND CORPORATE INVESTMENT: EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-1fe3b0b3b01ec9e6e1a479c40c703551.pdf;RODRIGO EDUARDO BAMPI (UNIVERSIDADE DE CAXIAS DO SUL) - JEFFERSON A. COLOMBO (UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
HETEROGENEOUS EXPECTATIONS IN GENERAL EQUILIBRIUM MODEL WITH COLLATERAL AND MONEY;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-2377ef2ee630e068df355e8af4d2c5f0.pdf;LIEV FERREIRA MARIBONDO (IMPA) - SUSAN SCHOMMER (UERJ) - ALOISIO ARAUJO (IMPA E FGV-RJ);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
IMPACTOS DOS INCENTIVOS POLÍTICOS INSTITUCIONAIS SOBRE A MELHORIA DOS SERVIÇOS PÚBLICOS MUNICIPAIS: EVIDÊNCIAS A PARTIR DO PROCESSO DE REELEIÇÃO DOS PREFEITOS NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-b0591bbb12fb080d0fbdd3595cfcb103.pdf;JOSÉ CARLOS ARAÚJO AMARANTE (UFPB) - ALÉSSIO TONY CAVALCANTI DE ALMEIDA (UFPB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
INOVAÇÃO FINANCEIRA E RISCO MORAL: O CASO DOS DPGE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-0dc6a4d90ead1eb09aa7ca3e1f001d60.pdf;GILBERTO HANSSEN ANDROVANDI (UCB) - CARLOS ENRIQUE CARRASCO-GUTIERREZ (UCB) - BENJAMIN TABAK (UCB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
INTRA-HOUSEHOLD CONSUMPTION INEQUALITY: EMPIRICAL EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-55ac803ffebe7722e67929e86b8eb927.pdf;RAÚL VELILLA GÓMEZ (UFV) - ALEXANDRE BRAGANÇA COELHO (UFV);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
O EFEITO DA ESCOLA E OS DETERMINANTES DO RENDIMENTO ESCOLAR: UMA ANÁLISE DOS RESULTADOS DOS ESTUDANTES BRASILEIROS NAS ÚLTIMAS TRÊS EDIÇÕES DO PISA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-ebcb5a643b5bd6f9047bcaefbc83620f.pdf;FABIANA DE ASSIS ALVES (UCB) - OSVALDO CANDIDO DA SILVA FILHO (UCB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
RISCO-RETORNO E IMPACIÊNCIA NOS MERCADOS IMOBILIÁRIOS DE SÃO PAULO E RIO DE JANEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-fcf240c2e8feb3345322f272bfd0beeb.docx;LÍLIAN SANTOS MARQUES SEVERINO (UCB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
WHICH INFORMATION MATTERS TO MARKET RISK SPREADING IN BRAZIL? VOLATILITY TRANSMISSION MODELLING USING MGARCH-BEKK, DCC, T-COPULAS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i8-720d785c94d4f8d337b87692520e4fdf.pdf;FELIPE ARAUJO DE OLIVEIRA (UFPB) - SINÉZIO FERNANDES MAIA (UFPB) - CÁSSIO DA NÓBREGA BESARRIA (UFPB) - DIEGO PITTA DE JESUS (UFPB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças
A CONTRIBUIÇÃO DAS UNIVERSIDADES PARA A INOVAÇÃO EM SERVIÇOS INTENSIVOS EM CONHECIMENTO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-33007261edfdf07c835c8e1deac3add2.docx;VANESSA PARREIRAS DE OLIVEIRA  (UNICAMP/IE) - MÁRCIA SIQUEIRA RAPINI  (CEDEPLAR/UFMG ) - BERTHA ROHENKOHL  (UNIVERSIDADE DE WARWICK) - ANDRÉ LUIZ DA SILVA TEIXEIRA  (CEDEPLAR/UFMG);i9;Área 9 - Economia Industrial e da Tecnologia
A RELEVÂNCIA DOS PADRÕES SETORIAIS PARA A INOVATIVIDADE DAS PMES:  UMA ANÁLISE LOGÍSTICA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-e744f87b8a3636b19e7f89ec6dce3d86.pdf;PAULA ANDREA DO VALLE HAMBERGER (UFG) - MARISA DOS REIS A. BOTELHO (UFU);i9;Área 9 - Economia Industrial e da Tecnologia
AN ANALYSIS OF THE LONG-TERM IMPACTS OF UNIVERSITY-INDUSTRY COLLABORATIONS ON ACADEMIC PRODUCTIVITY;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-37eb54ec2895954e09d70ddc72561777.pdf;RENATO GARCIA (UNICAMP/IE) - VENEZIANO ARAUJO (UNIFESP) - SUELENE MASCARINI (UFSCAR) - EMERSON GOMES DOS SANTOS (UNIFESP) - ARIANA RIBEIRO COSTA  (POLI/USP);i9;Área 9 - Economia Industrial e da Tecnologia
DIMENSÕES E DETERMINANTES ORGANIZACIONAIS DA CAPACIDADE ABSORTIVA DE FIRMAS QUE INTERAGEM COM UNIVERSIDADES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-bcd5b87260eb37c8e67777e27da3298e.pdf;ANDRÉ LUIZ DA SILVA TEIXEIRA (UFMG/CEDEPLAR) - CHRISTOFFER ALEX SOUZA PINTO (UFMG/CEDEPLAR) - DANIEL PAULINO TEIXEIRA LOPES  (CEFET-MG) - JANAÍNA RUFFONI (UNISINOS/PPGE) - MÁRCIA SIQUEIRA RAPINI (UFMG/CEDEPLAR);i9;Área 9 - Economia Industrial e da Tecnologia
DOES BNDES INNOVATION CREDIT BOOST FIRMS' EFFORTS AND RESULTS? EVIDENCE FROM BRAZILIAN PANEL DATA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-9dd01289e63cfad0ffb85bd491861374.pdf;LUCIANO MACHADO (BNDES) - RICARDO AGOSTINI MARTINI (BNDES) - MARINA MOREIRA DA GAMA (BNDES);i9;Área 9 - Economia Industrial e da Tecnologia
EMPRESAS DE BIOTECNOLOGIA EM SAÚDE HUMANA NO BRASIL: UM ESTUDO PROSPECTIVO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-57bb0045ffb556347b67f4541e7b2fd8.pdf;NATHALIA GUIMARÃES ALVES (UFRJ/IE) - MARCO ANTÔNIO VARGAS (UFF) - JORGE BRITTO (UFF);i9;Área 9 - Economia Industrial e da Tecnologia
ESTRUTURA PRODUTIVA E INDICADORES DE ENCADEAMENTO NA ECONOMIA BRASILEIRA ENTRE 2010 E 2014: UMA ANÁLISE MULTISSETORIAL BASEADA NO MODELO INSUMO-PRODUTO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-5cd7c41c863a794f24fcd3405db5d0d0.pdf;PATIEENE ALVES PASSONI (UFRJ) - FABIO FREITAS (UFRJ);i9;Área 9 - Economia Industrial e da Tecnologia
INTERNET FIXA NO BRASIL: ESTUDO SOBRE O SISTEMA NORMATIVO, EMPRESAS DE FORNECIMENTO DE INTERNET FIXA E CONSUMIDORES COM APLICAÇÃO DA TEORIA DOS JOGOS ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-98865e8cdd272576c5d8a91c3567ba63.pdf;ERICO SOUZA COSTA (UNESC) - AMAURI DE SOUZA PORTO JUNIOR (UNESC);i9;Área 9 - Economia Industrial e da Tecnologia
LENIENCY AND DAMAGE LIABILITY IN BRAZIL: THE EFFECTS ON COLLUSIVE BEHAVIOR;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-790c02ba29d8cf14b8c3c96dda84d945.docx;LUCAS CAMPIO PINHA (UFV/ PPGEA) - MARCELO JOSÉ BRAGA (UFV);i9;Área 9 - Economia Industrial e da Tecnologia
MAIS DO QUE RELAÇÃO UNIVERSIDADE EMPRESA: UMA ANÁLISE DAS FONTES DE CONHECIMENTO ESPECIALIZADO PARA INOVAÇÃO NA ARGENTINA, A PARTIR DE MICRODADOS.;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-adfa0610ff9b8efe76d16dfbbed7b4e1.docx;PABLO FELIPE BITTENCOURT (UFSC) - DIOGO SIGNOR  ((PPGECO/UFSC)) - EVA YAMILA DA SILVA CATELA  ( (PPGECO/UFSC)) - MÁRCIA S. RAPINI  ((CEDEPLAR/UFMG));i9;Área 9 - Economia Industrial e da Tecnologia
O EFEITO DA PRESENÇA DE RIVAIS NO PREÇO E NA QUALIDADE DOS COMBOS TRIPLE PLAY: EVIDÊNCIAS SOBRE O MERCADO DE TELECOMUNICAÇÕES BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-02af267bfe6d18e8f4f55274e514b387.pdf;TAINÁ LEANDRO () - VICTOR GOMES (UNB);i9;Área 9 - Economia Industrial e da Tecnologia
O USO DE FILTROS DE CARTÉIS: UMA APLICAÇÃO PARA O CASO DO VAREJO DE COMBUSTÍVEIS NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-e9c3eb1411115afbfc32d21b03cac5c5.pdf;ANDRE SURIANE DA SILVA (UFJF) - SILVINHA PINTO VASCONCELOS (PPGE/UFJF) - CLAUDIO R. F. VASCONCELOS (PPGE/UFJF);i9;Área 9 - Economia Industrial e da Tecnologia
ON THE COMPLEMENTARITY BETWEEN EXPORTING AND INNOVATION;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-4aeee29c173b59b1f92d417d6628e34e.pdf;SYNTHIA KARINY SILVA DE SANTANA (IBGE);i9;Área 9 - Economia Industrial e da Tecnologia
PATENTES X INOVAÇÃO: UMA AVALIAÇÃO DO IMPACTO UTILIZANDO O MÉTODO DE CONTROLE SINTÉTICO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-186f797b509c940711850f0313203cbf.pdf;REILI AMON-HÁ VIEIRA DOS SANTOS (UFPE/PIMES) - RODRIGO GOMES DE ARRUDA (FACULDADE NOVA ROMA) - JOCILDO FERNANDES BEZERRA (UFPE);i9;Área 9 - Economia Industrial e da Tecnologia
PRÁTICAS DE ANTIDUMPING NO BRASIL – UMA AVALIAÇÃO EMPÍRICA DE SEUS EFEITOS SOBRE COMÉRCIO, PODER DE MERCADO E PRODUTIVIDADE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-28e90d158a800925a7088e84ff65ba3b.docx;RODRIGO RIBEIRO REMÉDIO (USP/FEA-RP) - SÉRGIO KANNEBLEY JÚNIOR (USP/FEA-RP) - GLAUCO AVELINO SAMPAIO OLIVEIRA (CADE/DEE);i9;Área 9 - Economia Industrial e da Tecnologia
RELAÇÕES INTERSETORIAIS ENTRE A INDÚSTRIA DE TRANSFORMAÇÃO E DIFERENTES SEGMENTOS DE SERVIÇOS: UM EXAME POR MEIO DE ANÁLISE DE REDE EM MATRIZES DE INSUMO-PRODUTO (1995 E 2010);https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-3f1e8c6ce3938ead91371faba3d81dcd.pdf;VINICIUS CARDOSO DE BARROS FORNARI (UNICAMP/IE) - ROGÉRIO GOMES (UNESP) - CELIO HIRATUKA (UNICAMP/IE);i9;Área 9 - Economia Industrial e da Tecnologia
THE INVENTORS' GAINS PERCEPTION IN PATENTS COLLABORATION: THE CASE OF BRAZILIAN NETWORK OF INVENTORS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i9-b5ba87bfca6bcfd7bf5fbf8335cd2b24.pdf;ALEXANDRE NOVAES MEJDALANI (UFF) - EDUARDO GONÇALVES (UNIVERSIDADE FEDERAL DE JUIZ DE FORA);i9;Área 9 - Economia Industrial e da Tecnologia
A DENSIDADE ESPACIAL DO EMPREGO ESTIMULA A MOBILIDADE DE TRABALHADORES INTERFIRMA? UMA ANÁLISE PARA OS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-a925191a338f85e19a7c4f70c2aae6b1.docx;PATRÍCIA ARAÚJO AMARANTE (UFPB) - MAGNO VAMBERTO BATISTA DA SILVA (UFPB) - PAULO AGUIAR DO MONTE (UFPB);i10;Área 10 - Economia Regional e Urbana
A INDÚSTRIA BRASILEIRA E A ABSORÇÃO DE CONHECIMENTO: DETERMINANTES INTERNOS E EXTERNOS A FIRMA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-98dd7297c0b789b0a1d46b741622ed17.pdf;PHILIPE SCHERRER MENDES (UFMG/CEDEPLAR) - GUSTAVO DE BRITTO ROCHA (UFMG/CEDEPLAR) - ANA MARIA HERMETO CAMILO DE OLIVEIRA (UFMG/CEDEPLAR);i10;Área 10 - Economia Regional e Urbana
A QUALIDADE DO AMBIENTE URBANO AFETA O DESEMPENHO ESCOLAR? UMA ANÁLISE DO CASO DAS FAVELAS DA CIDADE DO RECIFE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-068033112180d0f6ba3e478fe42fb52f.pdf;JULIA ROCHA ARAUJO (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES);i10;Área 10 - Economia Regional e Urbana
ANÁLISE DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE: UMA APLICAÇÃO DE EQUILÍBRIO GERAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-31608a781674920d31ed5db32a5d9b26.pdf;THIAGO OLIVEIRA NASCIMENTO (USP/FEA) - EDUARDO AMARAL HADDAD (USP/FEA);i10;Área 10 - Economia Regional e Urbana
CRESCIMENTO DAS CIDADES NA REGIÃO SUL DO BRASIL: ANÁLISE A PARTIR DA LEI DE GIBRAT, 2000-2010.;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-2fef244f8e3b3900d7a09285a8b817b7.pdf;ANDRÉ M. MARQUES (UFPB) - VANESSA GRÜDTNER (UFPB);i10;Área 10 - Economia Regional e Urbana
DETERMINANTES REGIONAIS DAS REDES NACIONAIS E INTERNACIONAIS DE PATENTEAMENTO NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-5a90bfcadd2e23bf690a88647471cf58.pdf;RAQUEL COELHO REIS (UFJF) - EDUARDO GONÇALVES (UFJF) - JULIANA GONÇALVES TAVEIRA (UFJF);i10;Área 10 - Economia Regional e Urbana
DOUTORANDO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA DA UNIVERSIDADE FEDERAL DO PARÁ (PPGE/UFPA);https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-b747e91608f82c0c8af54fd4bd4352ff.pdf;ANDRÉ LUIZ FERREIRA E SILVA (UFPA) - MARCELO BENTES DINIZ (PPGE/UFPA);i10;Área 10 - Economia Regional e Urbana
EFEITOS NÃO LINEARES DOS FUNDOS CONSTITUCIONAIS DE FINANCIAMENTO ENTRE 2000 E 2012;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-88c58a83d6d4c2fe7e83012477f3141c.pdf;GUILHERME MENDES RESENDE (CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA (CADE)) - GUILHERME RESENDE OLIVEIRA (EMATER-GO) - CAIO NOGUEIRA GONÇALVES (IPEA) - DIEGO FIRMINO COSTA DA SILVA (UFRPE);i10;Área 10 - Economia Regional e Urbana
EXTERNALIDADES DO MERCADO DE TRABALHO E CRESCIMENTO REGIONAL NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-82b9f0ef5f2a7e8355e9f4f14f416c17.pdf;JOSÉ WILSON AQUINO DE BRITO (UFJF) - EDUARDO GONÇALVES (UFJF) - JULIANA GONÇALVES TAVEIRA (UFJF/CAMPUS GV);i10;Área 10 - Economia Regional e Urbana
FEWER CHILDREN, SHORTER COMMUTING TIME: FAMILY STRUCTURE AND RESIDENTIAL LOCATION IN BRAZILIAN URBAN CENTERS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-834d4508edc827a475ec65605cc4712a.docx;RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES) - GISLÉIA BENINI DUARTE (PADR/UFRPE);i10;Área 10 - Economia Regional e Urbana
IDENTIFICAÇÃO E CARACTERIZAÇÃO DAS SUBCENTRALIDADES DE EMPREGO NO MUNICÍPIO DE SÃO PAULO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-db97cd8be96c4e90c55f844b478111f1.pdf;RODGER BARROS ANTUNES CAMPOS (USP/FEA) - ANDRÉ LUÍS SQUARIZE CHAGAS (USP/FEA);i10;Área 10 - Economia Regional e Urbana
INFRAESTRUTURA NA AMÉRICA LATINA: OS EFEITOS SOBRE O COMÉRCIO INTRAREGIONAL A PARTIR DO MODELO GRAVITACIONAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-c6d4e0ca7a9afa969ef84ec272743f3d.pdf;LUIZ VALDEMIR RIBAS DA CRUZ JUNIOR (UNISINOS) - ANGÉLICA MASSUQUETTI (UNISINOS) - ANDRÉ FILIPE ZAGO DE AZEVEDO (UNISINOS);i10;Área 10 - Economia Regional e Urbana
MIGRAÇÃO DE CAPITAL HUMANO E PRODUTIVIDADE NOS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-438853733bd11dc6838e0eb188296bd9.pdf;MARINA MONTEIRO TORRES (UFPB) - HILTON MARTINS DE BRITO RAMALHO (PPGE-UFPB);i10;Área 10 - Economia Regional e Urbana
MOBILITY IN CITIES: DISTRIBUTIONAL IMPACT ANALYSIS OF TRANSPORTATION IMPROVEMENT IN SÃO PAULO METROPOLITAN REGION;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-9399f803cd0e38fe29fdb125b6818195.docx;EDUARDO AMARAL HADDAD (USP/IPE) - NANCY LOZANO GRACIA (THE WORLD BANK) - EDUARDO GERMANI (TTC – ENGENHARIA DE TRÁFEGO E DE TRANSPORTES) - RENATO S. VIEIRA (UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN);i10;Área 10 - Economia Regional e Urbana
MODELING THE LOCATION CHOICE: EVIDENCES FROM AN EVOLUTIONARY GAME BASED ON REGIONAL INPUT-OUTPUT ANALYSIS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-3a0a62b5816f803569c0a8fe9d613afd.pdf;DOUGLAS SAD SILVEIRA (UFJF) - ADEMIR ANTÔNIO MOREIRA ROCHA (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF) - SILVINHA PINTO VASCONCELOS (UFJF);i10;Área 10 - Economia Regional e Urbana
NATURAL DISASTERS, ECONOMIC GROWTH AND SPATIAL SPILLOVERS: EVIDENCE FROM A FLASH FLOOD IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-979e733ca32b2c60d7fda044d4fb67dd.pdf;ANTONIO VINICIUS BARROS BARBOSA (UFPE/PIMES) - RICARDO CARVALHO DE ANDRADE LIMA (UFPE/PIMES);i10;Área 10 - Economia Regional e Urbana
POR QUE AS INDÚSTRIAS SE COAGLOMERAM? EVIDÊNCIAS PARA O BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-a4889fb82e42ff2959269f6b2851c8f1.pdf;JULLIO VICTOR PEDROSA DE ALMEIDA (UFPE) - ROBERTA DE MORAES ROCHA (UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE)) - WELLINGTON RIBEIRO JUSTO (UNIVERSIDADE REGIONAL DO CARIRI (URCA));i10;Área 10 - Economia Regional e Urbana
QUARENTA ANOS DE DISPARIDADES REGIONAIS NO BRASIL: QUAL O PAPEL DA ESCOLARIDADE E DA ESTRUTURA PRODUTIVA?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-e2ecf5a28a6946ba47b8351b98706248.pdf;RODRIGO CARVALHO OLIVEIRA (UFBA) - RAUL DA MOTA SILVEIRA NETO (UFPE);i10;Área 10 - Economia Regional e Urbana
SÃO PAULO’S SHORT AND LONG TERM PRICE ELASTICITY OF BUS DEMAND ESTIMATION;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-d3887fa4c805bb727e60e6a984de89f3.pdf;MIGUEL STEVANATO JACOB (FGV-SP) - CIRO BIDERMAN (FGV-SP);i10;Área 10 - Economia Regional e Urbana
SERVICES THAT ADD VALUE IN THE CITY: THE RISE OF THE MODERN ECONOMY IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-32f2f63c686e0870fd1b5c7ca13b24f3.docx;ANA MARIA BONOMI BARUFI (NEREUS-USP / BANCO BRADESCO);i10;Área 10 - Economia Regional e Urbana
SKILL WAGE PREMIUM AND CITY SIZE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-d200564b047b8fdebfb32892fed0d597.pdf;EDIVALDO CONSTANTINO DAS NEVES JR. (USP/FEA) - CARLOS ROBERTO AZZONI (USP) - ANDRÉ LUIZ SQUARIZE CHAGAS (USP);i10;Área 10 - Economia Regional e Urbana
THE IMPACT OF ZONING ORDINANCES ON THE HOUSING MARKET: EVIDENCE FOR A DEVELOPING COUNTRY;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-135f912cfbe8a6ad1608e32034486461.pdf;RICARDO CARVALHO DE ANDRADE LIMA (UFPE/PIMES) - RAUL DA MOTA SILVEIRA NETO (UFPE/PIMES);i10;Área 10 - Economia Regional e Urbana
THE RELATION OF DEVOLUTION AND QUALITY OF INSTITUTIONS WITH ECONOMIC GROWTH OF BRAZILIAN MUNICIPALITIES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-4e6f0fb7af2dbfa044488a20b4bf99a1.pdf;TATIANE ALMEIDA DE MENEZES (UFPE/PIMES) - JOSÉ RODOLFO PFAFFMANN FIORI  (LSE);i10;Área 10 - Economia Regional e Urbana
URBANIZAÇÃO E VARIAÇÃO CLIMÁTICA NA REGIÃO NORDESTE DO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i10-d24e8a9b5d0d45eb2f78c49defe3e62a.pdf;LORENA DE OLIVEIRA FONSECA (UFBA) - GERVÁSIO FERREIRA DOS SANTOS (UFBA) - VINÍCIUS DE ARAÚJO MENDES (UFBA);i10;Área 10 - Economia Regional e Urbana
A CADEIA SOJA BRASILEIRA NO PERÍODO DE 2000 A 2014: UMA ABORDAGEM INSUMO-PRODUTO DO PIB, EMPREGO, CONSUMO DE ENERGIA E EMISSÕES DE CO2 ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-b862126bdec37418822974ba2367b35d.docx;MARCO ANTONIO MONTOYA (UNIVERSIDADE DE PASSO FUNDO) - LUÍS ANTÔNIO SLEIMANN BERTUSSI (UPF) - RICARDO LUÍS LOPES (UEM);i11;Área 11 - Economia Agrícola e do Meio Ambiente
ANÁLISE DA CURVA AMBIENTAL DE KUZNETS (CAK) DINÂMICA E DA EFICIÊNCIA NO CONTROLE DAS EMISSÕES ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-0e5b02cb514dcc32fdeeb21cc69c59e0.pdf;JAMAIKA PRADO (UFJF-  CAMPUS GOVERNADOR VALADARES) - THIAGO COSTA SOARES (UFJF- CAMPUS GOVERNADOR VALADARES) - LUCKAS SABIONI LOPES (UFJF- CAMPUS GOVERNADOR VALADARES);i11;Área 11 - Economia Agrícola e do Meio Ambiente
CLIMATE CHANGE AND AGRICULTURE: DO ECOSYSTEM SERVICES MATTER?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-438228a7ff1f7760bd0265e227be2c61.docx;BRUNO CÉSAR BRITO MIYAMOTO (UNICAMP) - ALEXANDRE GORI MAIA (UNICAMP) - JUNIOR RUIZ GARCIA (UFPR);i11;Área 11 - Economia Agrícola e do Meio Ambiente
COMMODITY BOOM AND ENVIRONMENTAL POLICY: WHAT LIES BEHIND THE AMAZON DEFORESTATION;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-d462aac365d31efb2d347a1249c7b8d9.pdf;RODRIGO MENDES PEREIRA (IPEA);i11;Área 11 - Economia Agrícola e do Meio Ambiente
