título_2013;links_2013;autores_2013;code_area;area;id_doc
EVIDÊNCIAS DE BULL E BEAR MARKET NO ÍNDICE BOVESPA: UMA APLICAÇÃO DE MODELOS DE REGIME MARKOVIANO E DURATION DEPENDENCE.;http://www.anpec.org.br/encontro/2013/files_I/i8-8b1658dfb8dc6fcee04429b9204b12bb.pdf;FERNANDO HENRIQUE DE PAULA E SILVA MENDES;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc165
SWITCHING COSTS AND THE EXTENT OF POTENTIAL COMPETITION IN BRAZILIAN BANKING;http://www.anpec.org.br/encontro/2013/files_I/i8-470a95502514cbfa4d54842fe9a910db.pdf;CLAUDIO RIBEIRO DE LUCINDA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc166
DÍVIDAS CORPORATIVAS BRASIELIRAS: EMITIR NO MERCADO INTERNO OU NO EXTERNO?;http://www.anpec.org.br/encontro/2013/files_I/i8-c474a539e953bca8167e5ec6e8b46e0a.pdf;LUCIANA DE SOUZA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc167
MODELO DE VOLATILIDADE ESTOCÁSTICA COM SALTOS APLICADO A COMMODITIES AGRÍCOLAS;http://www.anpec.org.br/encontro/2013/files_I/i8-b94f75dd4965a555266835f91e2184e4.pdf;ROBERTO ANDREOTTI BODRA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc168
DELTA HEDGE COM CUSTOS DETRANSAÇÃO: UMA ANÁLISE COMPARATIVA;http://www.anpec.org.br/encontro/2013/files_I/i8-afa5de8c8c20cc235c48f9b78d537650.pdf;NAIO INO;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc169
UMA ANÁLISE DA CONCORRÊNCIA BANCÁRIA NA ECONOMIA BRASILEIRA;http://www.anpec.org.br/encontro/2013/files_I/i8-cfae0ede51e72199dceb6f3b25b104b5.pdf;RENAN SAID SILVA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc170
URBAN SPRAWL AND SPATIAL SEGREGATION IN SÃO PAULO METROPOLITAN REGION;http://www.anpec.org.br/encontro/2013/files_I/i10-bd5e46f51fb1644c885b4ae711cdacfc.pdf;FREDERICO ROMAN RAMOS;i10;Área 10 - Economia regional e urbana;doc171
ESTUDO DA CRIMINALIDADE VIOLENTA NA CIDADE DO RECIFE: O ESPAÇO REALMENTE É RELEVANTE?;http://www.anpec.org.br/encontro/2013/files_I/i10-0e45b6925e8fdf7b923e3b7dfbc2efa4.docx;GIUSEPPE TREVISAN CRUZ;i10;Área 10 - Economia regional e urbana;doc172
ESCOLARIDADE E POLÍTICAS DE TRANSFERÊNCIA DE RENDA COMO CONDICIONANTES DA DINÂMICA DA DESIGUALDADE REGIONAL DE RENDA NO BRASIL: UMA ANÁLISE PARA O PERÍODO 1995-2011;http://www.anpec.org.br/encontro/2013/files_I/i10-bc074166b8f328484aa5d278ce6624a6.pdf;RODRIGO C. OLIVEIRA;i10;Área 10 - Economia regional e urbana;doc173
ECONOMIC IMPACTS OF NATURAL DISASTERS IN MEGACITIES: THE CASE OF FLOODS IN SÃO PAULO, BRAZIL;http://www.anpec.org.br/encontro/2013/files_I/i10-ba7029da5ed6af24923a34fb31fa3d05.docx;EDUARDO AMARAL HDDAD;i10;Área 10 - Economia regional e urbana;doc174
PADRÕES DE COLABORAÇÃO CIENTÍFICA NO BRASIL: O ESPAÇO IMPORTA?;http://www.anpec.org.br/encontro/2013/files_I/i10-fddf79d3fd555cc2fa459c2ebe5e190e.docx;OTÁVIO JOSÉ GUERCI SIDONE;i10;Área 10 - Economia regional e urbana;doc175
A SEGREGAÇÃO ESPACIAL E AS REDES SOCIAIS FORMADAS NAS ESCOLAS: EFEITOS SOBRE RENDA DOS TRABALHADORES NA CIDADE DE SALVADOR;http://www.anpec.org.br/encontro/2013/files_I/i10-e837e98598546504bd363441b27937e7.doc;GUSTAVO ANDREY DE ALMEIDA LOPES FERNANDES;i10;Área 10 - Economia regional e urbana;doc176
O DESEMPENHO DA ECONOMIA GAÚCHA EM UM MODELO SCGE: UMA ABORDAGEM ESTRUTURALISTA;http://www.anpec.org.br/encontro/2013/files_I/i10-6333db3fd6d156e32569cdcd4ef4b07c.docx;HENRIQUE MORRONE;i10;Área 10 - Economia regional e urbana;doc177
EXTERNALIDADES DO CAPITAL HUMANO: UMA ANÁLISE EMPÍRICA PARA AS CIDADES BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i10-29c99898f0a15ee5594f9fa2a025b638.doc;ROBERTA DE MORAES ROCHA;i10;Área 10 - Economia regional e urbana;doc178
MODELO DE SOLOW ESPACIAL COM POUPANÇA NÃO-HOMOGÊNEA;http://www.anpec.org.br/encontro/2013/files_I/i10-90fce3154ccbc2d199d88e6bf8a20b2a.pdf;JOÃO PLÍNIO JUCHEM NETO;i10;Área 10 - Economia regional e urbana;doc179
THE ROLE OF BRAZILIAN REGIONS IN THE GLOBAL VALUE CHAIN;http://www.anpec.org.br/encontro/2013/files_I/i10-2883867395f298ba63c1067c99ddb427.docx;ERIK DIETZENBACHER;i10;Área 10 - Economia regional e urbana;doc180
TRANSFERÊNCIAS INTERGOVERNAMENTAIS E EQUALIZAÇÃO FISCAL REGIONAL: EVIDÊNCIAS PARA MUNICÍPIOS DO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i10-4b3b0b8f3b3858471c0bebf5f09ef0a7.pdf;RICARDO BATISTA POLITI;i10;Área 10 - Economia regional e urbana;doc181
AVALIAÇÃO DE IMPACTO DE RECONHECIMENTO DE DIREITO DE PROPRIEDADE DE FACTO: UMA ANÁLISE DE PROPENSITY SCORE MATCHING;http://www.anpec.org.br/encontro/2013/files_I/i10-aa5361260c1d1a98a5b6111a2abc4220.docx;RAFAEL SANTOS DANTAS;i10;Área 10 - Economia regional e urbana;doc182
AVALIAÇÃO DOS IMPACTOS ECONÔMICOS DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE) ENTRE 2004 A 2010;http://www.anpec.org.br/encontro/2013/files_I/i10-c616b81373e5ce7149293f96f46f1830.pdf;GUILHERME MENDES RESENDE;i10;Área 10 - Economia regional e urbana;doc183
DEVELOPMENT ACCOUNTING EXERCISES FOR THE BRAZILIAN STATES: 1970–2000;http://www.anpec.org.br/encontro/2013/files_I/i10-1b74ea23a87841e7ae38969571f6653e.doc;LÍZIA DE FIGUEIREDO;i10;Área 10 - Economia regional e urbana;doc184
O PAPEL DAS REDES NA MOBILIDADE LABORAL DE CURTA E LONGA DISTÂNCIA: EVIDÊNCIAS PARA O BRASIL FORMAL;http://www.anpec.org.br/encontro/2013/files_I/i10-73f0a513acba987e313942a8d13fe794.pdf;VERÔNICA DE CASTRO LAMEIRA;i10;Área 10 - Economia regional e urbana;doc185
INTERDEPENDÊNCIA ECONÔMICA: UM ESTUDO DE CASO PARA A ÁREA METROPOLITANA DE SÃO PAULO;http://www.anpec.org.br/encontro/2013/files_I/i10-a6b259fcc98fb158260c03b81be7f878.pdf;FERNANDO SALGUEIRO PEROBELLI;i10;Área 10 - Economia regional e urbana;doc186
O IMPACTO ECONÔMICO DOS DESASTRES NATURAIS: O CASO DAS CHUVAS DE 2008 EM SANTA CATARINA;http://www.anpec.org.br/encontro/2013/files_I/i10-71bbc594c92682fcd5e9c87cefe10302.pdf;FELIPE GARCIA RIBEIRO;i10;Área 10 - Economia regional e urbana;doc187
CONCENTRAÇÃO INDUSTRIAL NO BRASIL: UMA ANÁLISE ESPACIALMENTE PONDERADA;http://www.anpec.org.br/encontro/2013/files_I/i10-cfd8cc354dac67b2aace68dc2b082a77.docx;RAFAELLA STRADIOTTO VIGNANDI;i10;Área 10 - Economia regional e urbana;doc188
PRODUTIVIDADE TOTAL DOS FATORES E CRESCIMENTO ECONÔMICO NA AGROPECUÁRIA BRASILEIRA: 1970-2006 ;http://www.anpec.org.br/encontro/2013/files_I/i11-a2721cea8a808e72157f9f97cfc7e14c.docx;GIOVANNA MIRANDA MENDES;i11;Área 11 - Economia agrícola e do meio ambiente;doc189
ECONOMIA DE BAIXO CARBONO NO BRASIL: ALTERNATIVAS DE POLÍTICAS, CUSTOS DE REDUÇÃO DE EMISSÕES DE GASES DE EFEITO ESTUFA E IMPACTOS SOBRE AS FAMÍLIAS.;http://www.anpec.org.br/encontro/2013/files_I/i11-faade6189f3fafff87cc50c3f7c2df42.pdf;ALINE SOUZA MAGALHAES;i11;Área 11 - Economia agrícola e do meio ambiente;doc190
DESMATAMENTO E A CONTRIBUIÇÃO ECONÔMICA DA FLORESTA NA AMAZÔNIA;http://www.anpec.org.br/encontro/2013/files_I/i11-037082393522a6aca5c4f8ce1e168889.pdf;TERCIANE SABADINI CARVALHO;i11;Área 11 - Economia agrícola e do meio ambiente;doc191
OS PROGRAMAS SOCIAIS E DE TRANSFERÊNCIA DE RENDA PODEM INFLUENCIAR A OFERTA DE TRABALHO EM ATIVIDADES NÃO AGRÍCOLA? UMA ANÁLISE PARA AS FAMÍLIAS EM CONDIÇÃO DE POBREZA NO MEIO RURAL DO NORDESTE;http://www.anpec.org.br/encontro/2013/files_I/i11-bbf91c4d6f064ffa1e4559a504203904.docx;JORGE LUIZ MARIANO DA SILVA;i11;Área 11 - Economia agrícola e do meio ambiente;doc192
DEMANDA POR COMBUSTÍVEIS LEVES NO BRASIL: UMA ABORDAGEM UTILIZANDO PAINÉIS ESPACIAIS DINÂMICOS.;http://www.anpec.org.br/encontro/2013/files_I/i11-2f39237fe4c629c2c0a4ae3e95625b32.pdf;LEONARDO CHAVES BORGES CARDOSO;i11;Área 11 - Economia agrícola e do meio ambiente;doc193
CUSTO DE LIQUIDEZ DO CONTRATO FUTURO DE SOJA DA BM&FBOVESPA ;http://www.anpec.org.br/encontro/2013/files_I/i11-a2241af26279b149fb104b441387ef0f.docx;CHARLES LUAN MARQUEZIN;i11;Área 11 - Economia agrícola e do meio ambiente;doc194
FARMERS’ PREFERENCES FOR GENETICALLY MODIFIED CORN IN BRAZIL: THE CONTRIBUTION OF LATENT ATTITUDES;http://www.anpec.org.br/encontro/2013/files_I/i11-ab33ad66e54104c1bb3e386d9f52a0cd.pdf;ALEXANDRE GORI MAIA;i11;Área 11 - Economia agrícola e do meio ambiente;doc195
AMAZON MONITORING AND DEFORESTATION SLOWDOWN: THE PRIORITY MUNICIPALITIES;http://www.anpec.org.br/encontro/2013/files_I/i11-c9d2fee1442c546b78f027a7dc0263a5.pdf;ROMERO ROCHA;i11;Área 11 - Economia agrícola e do meio ambiente;doc196
CUSTO DE OPORTUNIDADE DA PRESERVAÇÃO AMBIENTAL: O CASO DA AMAZÔNIA LEGAL BRASILEIRA;http://www.anpec.org.br/encontro/2013/files_I/i11-40038772efc178b8d7f22a84404cefa1.docx;LUÍZA CARDOSO DE ANDRADE;i11;Área 11 - Economia agrícola e do meio ambiente;doc197
AVALIAÇÃO DOS REQUERIMENTOS SETORIAIS E DAS EMISSÕES DE CO2 POR FONTE DE ENERGIA RENOVÁVEL VERSUS NÃO-RENOVÁVEL NA ECONOMIA BRASILEIRA: UM MODELO INSUMO-PRODUTO HÍBRIDO PARA 53 SETORES;http://www.anpec.org.br/encontro/2013/files_I/i11-adf57d17c68cd05f2a2dcd038eb13e8a.doc;MARCO ANTONIO MONTOYA;i11;Área 11 - Economia agrícola e do meio ambiente;doc198
IMPACTOS ECONÔMICOS DO CÓDIGO FLORESTAL BRASILEIRO: UMA DISCUSSÃO À LUZ DE UM MODELO COMPUTÁVEL DE EQUILÍBRIO GERAL;http://www.anpec.org.br/encontro/2013/files_I/i11-51973d8167b1f7cedacc58cae78f0aa8.docx;TIAGO BARBOSA DINIZ;i11;Área 11 - Economia agrícola e do meio ambiente;doc199
AQUECIMENTO GLOBAL E A DEMANDA RESIDENCIAL DE ENERGIA ELÉTRICA NO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i11-f8d4c1cbe8de0a7928bdb1ac5a6c5531.pdf;LORA DOS ANJOS RODRIGUES;i11;Área 11 - Economia agrícola e do meio ambiente;doc200
INTEGRAÇÃO INTRA E INTER-MERCADO: O CASO DOS PREÇOS DO LEITE E DERIVADOS NO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i11-352de9f1ca35097ecaff11e049c14346.pdf;BRUNO HENRIQUE PICON DE CARVALHO;i11;Área 11 - Economia agrícola e do meio ambiente;doc201
VALORAÇÃO ECONÔMICA DO PARQUE NACIONAL DA SERRA DO CIPÓ (MINAS GERAIS): UMA APLICAÇÃO DO MÉTODO CONTINGENTE;http://www.anpec.org.br/encontro/2013/files_I/i11-0c01a2d6a961b597fb44654dc57d3c2b.pdf;FERNANDO DE MOURA RESENDE;i11;Área 11 - Economia agrícola e do meio ambiente;doc202
LEARNING ABOUT AN OLD TECHNOLOGY: FALLOW-BASED AGRICULTURE IN BRAZILIAN AMAZON;http://www.anpec.org.br/encontro/2013/files_I/i11-454cbf0b6fb308eac730ba558dd4950d.docx;THIAGO FONSECA MORELLO RAMALHO DA SILVA;i11;Área 11 - Economia agrícola e do meio ambiente;doc203
PREÇOS A VISTA E FUTURO REAGEM AOS ANÚNCIOS DAS ESTIMATIVAS DE SAFRA? UMA ANÁLISE PARA OS MERCADOS DE CAFÉ, MILHO E SOJA.;http://www.anpec.org.br/encontro/2013/files_I/i11-a8667d9f7f216ea8fd33479cd4296575.pdf;MARIA SYLVIA MACCHIONE SAES;i11;Área 11 - Economia agrícola e do meio ambiente;doc204
INTERPRETANDO O ESPAÇO RURAL: DESENVOLVIMENTO, RECURSOS NATURAIS E INFRA-ESTRUTURA;http://www.anpec.org.br/encontro/2013/files_I/i11-43de5124a91cca65907330f380395d1b.pdf;JOSÉ LUIZ PARRÉ;i11;Área 11 - Economia agrícola e do meio ambiente;doc205
COMÉRCIO INTERNACIONAL E EMISSÕES: UMA ANÁLISE INTERTEMPORAL DE INSUMO-PRODUTO;http://www.anpec.org.br/encontro/2013/files_I/i11-162abcafffbf4aa8fde1538e254e1721.pdf;VINICIUS DE ALMEIDA VALE;i11;Área 11 - Economia agrícola e do meio ambiente;doc206
ANÁLISE ECONÔMICA DA LIMITAÇÃO DO DESMATAMENTO NO BRASIL UTILIZANDO UM MODELO DE EQUILÍBRIO GERAL COMPUTÁVEL;http://www.anpec.org.br/encontro/2013/files_I/i11-b7a601c000a4b82189adb4741e6d5bee.pdf;CAROLINE DE SOUZA RODRIGUES CABRAL;i11;Área 11 - Economia agrícola e do meio ambiente;doc207
UM ESTUDO SOBRE A CURVA AMBIENTAL DE KUZNETS E A CONVERGÊNCIA DA PEGADA ECOLÓGICA;http://www.anpec.org.br/encontro/2013/files_I/i11-d9ab64ddf4870cfb2da45b9e338c2146.pdf;GUILHERME BYRRO LOPES;i11;Área 11 - Economia agrícola e do meio ambiente;doc208
PRECIFICAÇÃO DE TERRENOS AGRÍCOLAS ATRAVÉS DA ABORDAGEM DE OPÇÕES REAIS: MODELO COM APLICAÇÃO A CULTURA DE SOJA E MILHO NO CENTRO-OESTE DO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i11-a88430d179f224c947c8adb49160c146.pdf;RICARDO RATNER ROCHMAN;i11;Área 11 - Economia agrícola e do meio ambiente;doc209
ANÁLISE EXPLORATÓRIA ESPACIAL E CONVERGÊNCIA CONDICIONAL DAS TAXAS DE CRIMES EM MINAS GERAIS NOS ANOS 2000.;http://www.anpec.org.br/encontro/2013/files_I/i12-1d13c09485009584e18e968236b99022.pdf;MARCO ANTÔNIO SILVEIRA DE ALMEIDA;i12;Área 12 - Economia social e demografia econômica;doc210
VULNERABILIDADE DAS FAMÍLIAS À POBREZA: UMA ANÁLISE EMPÍRICA PARA SEIS REGIÕES METROPOLITANAS (2002 A 2011);http://www.anpec.org.br/encontro/2013/files_I/i12-16dda7ee7a9c46d0ac092e1e796da3e9.pdf;SOLANGE LEDI GONÇALVES;i12;Área 12 - Economia social e demografia econômica;doc211
INCOME INEQUALITY: SOME EMPIRICAL EVIDENCE FROM THE BRAZILIAN STATES;http://www.anpec.org.br/encontro/2013/files_I/i12-a8aa82d0652c752a3500681ed15a8a00.doc;DIOGO MARTINS ESTEVES;i12;Área 12 - Economia social e demografia econômica;doc212
EARNING DIFFERENTIALS BY OCCUPATIONAL CATEGORIES AND DISCRIMINATION: GENDER, RACE AND REGIONS;http://www.anpec.org.br/encontro/2013/files_I/i12-5f65b6b320b2c006ae7551bdfd3e3528.pdf;FRANCISCA LÍVIA S. MENEZES;i12;Área 12 - Economia social e demografia econômica;doc213
EFICIÊNCIA DO JUDICIÁRIO E A ECONOMIA DO CRIME;http://www.anpec.org.br/encontro/2013/files_I/i12-38600c2838c21bad1119118be91aab4a.pdf;ANDREI GOMES SIMONASSI;i12;Área 12 - Economia social e demografia econômica;doc214
QUALITY OF EDUCATION AND PUBLIC RESOURCE ALLOCATION IN BRAZIL;http://www.anpec.org.br/encontro/2013/files_I/i12-70af5de2da7f8b6f562d5ed311efd2ea.docx;RICARDO DA SILVA FREGUGLIA;i12;Área 12 - Economia social e demografia econômica;doc215
EXISTE DIFERENCIAL ENTRE CASAIS HETEROSSEXUAIS E HOMOSSEXUAIS? UMA ABORDAGEM PARA O MERCADO DE TRABALHO BRASILEIRO;http://www.anpec.org.br/encontro/2013/files_I/i12-4503b016e27e1cc5f016df638db83e11.pdf;MARCIO VERAS CORRÊA;i12;Área 12 - Economia social e demografia econômica;doc216
DETERMINANTES DAS DESIGUALDADES EM CUIDADOS DE SAÚDE: UMA ANÁLISE PARA O BRASIL E REGIÕES BRASILEIRAS. ;http://www.anpec.org.br/encontro/2013/files_I/i12-279f47bff9faef7eeaeca777ceadbffa.pdf;JACQUELINE NOGUEIRA CAMBOTA;i12;Área 12 - Economia social e demografia econômica;doc217
DECOMPONDO A VARIAÇÃO DA POBREZA NOS ESTADOS BRASILEIROS NA DÉCADA DE 2000: UM NOVO MÉTODO DE DECOMPOSIÇÃO UTILIZANDO DADOS EM PAINEL;http://www.anpec.org.br/encontro/2013/files_I/i12-f67536850c03973bf55dedf1f084c3a5.pdf;VALDEMAR RODRIGUES DE PINHO NETO;i12;Área 12 - Economia social e demografia econômica;doc218
UMA ANÁLISE DOS IMPACTOS ECONÔMICOS DO PROGRAMA FARMÁCIA POPULAR DO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i12-e75ad295e5f96a014e11b00bd2226ab7.pdf;GLAUCIA POSSAS DA MOTTA;i12;Área 12 - Economia social e demografia econômica;doc219
BOM NA ESCOLA BOM NA PROVA BRASIL? EVIDÊNCIAS DOS ALUNOS DAS ESCOLAS PÚBLICAS DE FORTALEZA-CE;http://www.anpec.org.br/encontro/2013/files_I/i12-8be38ed7148b3ea13ac9e5d0a808d76c.pdf;ALESANDRA DE ARAUJO BENEVIDES;i12;Área 12 - Economia social e demografia econômica;doc220
IMPACTO DO PAA LEITE NO ESTADO NUTRICIONAL DAS CRIANÇAS DE MINAS GERAIS: UM ESTUDO BASEADO EM PROPENSITY SCORE;http://www.anpec.org.br/encontro/2013/files_I/i12-1b256647d2edd9661f29e7b36c1a431b.pdf;FERNANDO DE MENDONÇA DIAS;i12;Área 12 - Economia social e demografia econômica;doc221
LONG-RUN EFFECTS OF CONDITIONAL CASH TRANSFERS;http://www.anpec.org.br/encontro/2013/files_I/i12-0bb9b2bc4d9966841b733d3a33baf730.pdf;MICHAEL CHRISTIAN LEHMANN;i12;Área 12 - Economia social e demografia econômica;doc222
TRANSIÇÃO DEMOGRÁFICA E DEMANDA POR BENS E SERVIÇOS POR GRUPO ETÁRIO NO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i12-27c922b1b294481a8768708dbb359ab8.pdf;FLAVIANE SOUZA SANTIAGO;i12;Área 12 - Economia social e demografia econômica;doc223
EFICIÊNCIA NAS ESCOLAS PÚBLICAS BRASILEIRAS: UMA ANÁLISE DE FRONTEIRA PARCIAL QUANTÍLICA EM DOIS ESTÁGIOS;http://www.anpec.org.br/encontro/2013/files_I/i12-2a7ce679669525babf6b08c84e06a687.pdf;MARIA INÊS ROSA DA ROCHA CAETANI;i12;Área 12 - Economia social e demografia econômica;doc224
O IMPACTO DA INFRAESTRUTURA SOBRE A POBREZA PARA O BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i12-a845a1ff97efe102932cbda215972c2d.pdf;JAIR ANDRADE DE ARAÚJO;i12;Área 12 - Economia social e demografia econômica;doc225
AVALIAÇÃO DE POLÍTICA PÚBLICA PARA REDUÇÃO DA VIOLÊNCIA: O CASO DO PROGRAMA PACTO PELA VIDA DO ESTADO DE PERNAMBUCO;http://www.anpec.org.br/encontro/2013/files_I/i12-a18f8b2a674b482bcc8caaf814b25e1a.docx;RAUL DA MOTA SILVEIRA NETO;i12;Área 12 - Economia social e demografia econômica;doc226
A PROVISÃO PÚBLICA DE ENSINO SUPERIOR COMO MECANISMO DE SELEÇÃO POR HABILIDADE: EVIDÊNCIAS PARA O BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i12-e15541f20ab44aacc725c19288802a8d.pdf;PRISCILLA BACALHAU;i12;Área 12 - Economia social e demografia econômica;doc227
CONSUMO DE BENS PROVIDOS PUBLICAMENTE E OFERTA DE TRABALHO NO SETOR FORMAL E INFORMAL DA ECONOMIA;http://www.anpec.org.br/encontro/2013/files_I/i12-d20458434e89705d448aa3307a48e6d1.pdf;ISABELA BRANDÃO FURTADO;i12;Área 12 - Economia social e demografia econômica;doc228
IMPACTOS DO PROGRAMA BOLSA FAMÍLIA SOBRE A DEMANDA POR DIVERSIFICAÇÃO ALIMENTAR NO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i12-b4450650bc78eac2f2fde5495b6e1779.pdf;ALESSIO TONY CAVALCANTI DE ALMEIDA;i12;Área 12 - Economia social e demografia econômica;doc229
THE EFFECT OF PRESCHOOL ON PRO…CIENCY LEVEL: AN ANALYSIS FROM LONGITUDINAL DATA;http://www.anpec.org.br/encontro/2013/files_I/i12-6be6030604e5c42eeaf1108a3785a3b3.pdf;IGOR VIEIRA PROCÓPIO;i12;Área 12 - Economia social e demografia econômica;doc230
ASCENSÃO E QUEDA DO DESEMPREGO NO BRASIL: 1998-2012;http://www.anpec.org.br/encontro/2013/files_I/i13-a25aa641e3de121884a9966e761431c0.pdf;FERNANDO SIQUEIRA DOS SANTOS;i13;Área 13 - Economia do trabalho;doc231
HOW MUCH DOES TALENT MATTER? EVIDENCES FROM THE BRAZILIAN FORMAL CULTURAL INDUSTRY ;http://www.anpec.org.br/encontro/2013/files_I/i13-ab6b5b9ca51bfe0aa72da4eeb4fb3aa0.pdf;AMIR BORGES FERREIRA NETO;i13;Área 13 - Economia do trabalho;doc232
YOUTH LABOR MARKET IN BRAZIL THROUGH THE LENS OF THE FLOW APPROACH ;http://www.anpec.org.br/encontro/2013/files_I/i13-8284cd73b0d3694e52c07bad4ca72561.pdf;GUSTAVO GONZAGA;i13;Área 13 - Economia do trabalho;doc233
EVOLUÇÃO RECENTE DA INFORMALIDADE NO BRASIL: UMA ANÁLISE SEGUNDO CARACTERÍSTICAS DA OFERTA E DEMANDA DE TRABALHO;http://www.anpec.org.br/encontro/2013/files_I/i13-57def3d669cc668b80105e860ff8e78a.docx;RODRIGO LEANDRO DE MOURA;i13;Área 13 - Economia do trabalho;doc234
TRABALHO INFANTIL NO BRASIL: QUAL A IMPORTÂNCIA DA ESTRUTURA FAMILIAR?;http://www.anpec.org.br/encontro/2013/files_I/i13-d3c965f28eb1adf43e332da189eab47c.pdf;SHIRLEY PEREIRA DE MESQUITA;i13;Área 13 - Economia do trabalho;doc235
GRANDES PROJETOS, MERCADO DE TRABALHO E CONDIÇÕES DE RENDA E POBREZA DE REGIÕES IMPACTADAS: UMA ANÁLISE DO COMPERJ;http://www.anpec.org.br/encontro/2013/files_I/i13-ab97357612c86bae11b27b2cb75c3027.pdf;CARLOS HENRIQUE GUANZIROLI;i13;Área 13 - Economia do trabalho;doc236
SER MULHER E NEGRO NO BRASIL AINDA LEVA A MENORES SALÁRIOS? UMA ANÁLISE DE DISCRIMINAÇÃO PARA BRASIL E REGIÕES: 2001 E 2011;http://www.anpec.org.br/encontro/2013/files_I/i13-fdf7ed2c0ef980eed5174b846032f924.pdf;PAOLA FARIA LUCAS DE SOUZA;i13;Área 13 - Economia do trabalho;doc237
UMA ANÁLISE DOS RENDIMENTOS DO TRABALHO ENTRE INDIVÍDUOS COM ENSINO SUPERIOR POR ÁREA DE FORMAÇÃO;http://www.anpec.org.br/encontro/2013/files_I/i13-8d928734620b2989ac5abc2cd92d7394.docx;DANIELLE CARUSI MACHADO;i13;Área 13 - Economia do trabalho;doc238
MIGRAÇÃO E RENDIMENTOS NO BRASIL: ANÁLISE DOS FATORES ASSOCIADOS NO PERÍODO INTERCENSITÁRIO 2000-2010;http://www.anpec.org.br/encontro/2013/files_I/i13-e146548a3bd9e44941777b480e808d72.pdf;LUIZ CARLOS DAY GAMA;i13;Área 13 - Economia do trabalho;doc239
EMPREGO, SALÁRIO E DEMANDA AGREGADA: ANÁLISE TEÓRICA E EVIDÊNCIAS EMPÍRICAS PARA O BRASIL E A EUROPA (1990/2012);http://www.anpec.org.br/encontro/2013/files_I/i13-87cda2e7794cb3ccc9b3acea58180694.pdf;MARIA DE FÁTIMA GARCIA;i13;Área 13 - Economia do trabalho;doc240
O CUSTO UNITÁRIO DO TRABALHO NO BRASIL: EVOLUÇÃO AGREGADA E REGIONAL;http://www.anpec.org.br/encontro/2013/files_I/i13-c6f2c82767eaf8cc25c1c4b2ade3e01a.docx;PEDRO HENRIQUE SILVA DE MELLO;i13;Área 13 - Economia do trabalho;doc241
CRESCIMENTO DA PRODUTIVIDADE NO BRASIL NO SETOR DE SERVIÇOS E DA INDÚSTRIA: DINÂMICA E HETEROGENEIDADE;http://www.anpec.org.br/encontro/2013/files_I/i13-2f7cc29cb937dface797400749a78568.pdf;PAULO DE ANDRADE JACINTO;i13;Área 13 - Economia do trabalho;doc242
